r_target,expiry_days,n,win_rate,avg_pnl,total_pnl,split,depth_frac,n_zones
4.5,6.0,227,0.326,3.0362,689.22,validation,0.475,265
4.5,7.0,227,0.326,3.0385,689.74,validation,0.475,265
5.0,1.0,227,0.392,3.0686,696.56,validation,0.475,265
5.0,2.0,227,0.37,2.7766,630.3,validation,0.475,265
5.0,3.0,227,0.348,2.7554,625.49,validation,0.475,265
5.0,4.0,227,0.33,2.7522,624.75,validation,0.475,265
5.0,5.0,227,0.326,2.7532,624.98,validation,0.475,265
5.0,6.0,227,0.317,2.7555,625.51,validation,0.475,265
5.0,7.0,227,0.317,2.7583,626.14,validation,0.475,265
1.5,1.0,226,0.566,2.1848,493.77,validation,0.5,265
1.5,2.0,226,0.566,2.2036,498.01,validation,0.5,265
1.5,3.0,226,0.562,2.2117,499.85,validation,0.5,265
1.5,4.0,226,0.562,2.216,500.82,validation,0.5,265
1.5,5.0,226,0.562,2.2184,501.37,validation,0.5,265
1.5,6.0,226,0.562,2.2198,501.68,validation,0.5,265
1.5,7.0,226,0.562,2.2206,501.85,validation,0.5,265
2.0,1.0,226,0.491,1.736,392.34,validation,0.5,265
2.0,2.0,226,0.491,1.7392,393.07,validation,0.5,265
2.0,3.0,226,0.487,1.744,394.14,validation,0.5,265
2.0,4.0,226,0.487,1.7476,394.95,validation,0.5,265
2.0,5.0,226,0.482,1.7503,395.56,validation,0.5,265
2.0,6.0,226,0.482,1.7524,396.05,validation,0.5,265
2.0,7.0,226,0.482,1.7542,396.45,validation,0.5,265
2.5,1.0,226,0.465,2.5861,584.45,validation,0.5,265
2.5,2.0,226,0.465,2.6096,589.77,validation,0.5,265
2.5,3.0,226,0.456,2.6231,592.83,validation,0.5,265
2.5,4.0,226,0.456,2.632,594.84,validation,0.5,265
2.5,5.0,226,0.451,2.6385,596.3,validation,0.5,265
2.5,6.0,226,0.451,2.6435,597.42,validation,0.5,265
2.5,7.0,226,0.451,2.6475,598.34,validation,0.5,265
3.0,1.0,226,0.442,2.749,621.27,validation,0.5,265
3.0,2.0,226,0.438,2.7035,610.99,validation,0.5,265
3.0,3.0,226,0.416,2.6932,608.66,validation,0.5,265
3.0,4.0,226,0.416,2.6883,607.57,validation,0.5,265
3.0,5.0,226,0.412,2.6854,606.89,validation,0.5,265
3.0,6.0,226,0.412,2.6832,606.41,validation,0.5,265
3.0,7.0,226,0.412,2.6815,606.02,validation,0.5,265
3.5,1.0,226,0.425,3.1075,702.3,validation,0.5,265
3.5,2.0,226,0.416,3.118,704.66,validation,0.5,265
3.5,3.0,226,0.394,3.1342,708.34,validation,0.5,265
3.5,4.0,226,0.394,3.146,710.99,validation,0.5,265
3.5,5.0,226,0.389,3.1547,712.96,validation,0.5,265
3.5,6.0,226,0.389,3.1615,714.51,validation,0.5,265
3.5,7.0,226,0.389,3.1671,715.75,validation,0.5,265
4.0,1.0,226,0.407,3.3508,757.29,validation,0.5,265
4.0,2.0,226,0.394,3.3245,751.34,validation,0.5,265
4.0,3.0,226,0.372,3.33,752.57,validation,0.5,265
4.0,4.0,226,0.372,3.3364,754.02,validation,0.5,265
4.0,5.0,226,0.363,3.3421,755.31,validation,0.5,265
4.0,6.0,226,0.358,3.3471,756.44,validation,0.5,265
4.0,7.0,226,0.358,3.3514,757.42,validation,0.5,265
4.5,1.0,226,0.403,3.4634,782.72,validation,0.5,265
4.5,2.0,226,0.389,3.4245,773.93,validation,0.5,265
4.5,3.0,226,0.363,3.4299,775.15,validation,0.5,265
4.5,4.0,226,0.358,3.4367,776.69,validation,0.5,265
4.5,5.0,226,0.35,3.4428,778.07,validation,0.5,265
4.5,6.0,226,0.345,3.448,779.26,validation,0.5,265
4.5,7.0,226,0.345,3.4526,780.29,validation,0.5,265
5.0,1.0,226,0.389,3.2734,739.79,validation,0.5,265
5.0,2.0,226,0.376,3.0092,680.09,validation,0.5,265
5.0,3.0,226,0.35,2.9986,677.68,validation,0.5,265
5.0,4.0,226,0.341,3.0018,678.41,validation,0.5,265
5.0,5.0,226,0.332,3.0075,679.7,validation,0.5,265
5.0,6.0,226,0.327,3.0136,681.06,validation,0.5,265
5.0,7.0,226,0.327,3.0194,682.37,validation,0.5,265
1.5,1.0,224,0.58,2.2103,495.1,validation,0.525,265
1.5,2.0,224,0.58,2.2351,500.66,validation,0.525,265
1.5,3.0,224,0.571,2.246,503.11,validation,0.525,265
1.5,4.0,224,0.571,2.252,504.46,validation,0.525,265
1.5,5.0,224,0.571,2.2557,505.28,validation,0.525,265
1.5,6.0,224,0.571,2.258,505.8,validation,0.525,265
1.5,7.0,224,0.571,2.2596,506.14,validation,0.525,265
2.0,1.0,224,0.513,1.9736,442.09,validation,0.525,265
2.0,2.0,224,0.509,1.9962,447.16,validation,0.525,265
2.0,3.0,224,0.5,2.008,449.79,validation,0.525,265
2.0,4.0,224,0.5,2.0151,451.37,validation,0.525,265
2.0,5.0,224,0.5,2.0197,452.41,validation,0.525,265
2.0,6.0,224,0.5,2.023,453.14,validation,0.525,265
2.0,7.0,224,0.5,2.0253,453.67,validation,0.525,265
2.5,1.0,224,0.487,2.4292,544.15,validation,0.525,265
2.5,2.0,224,0.473,2.4547,549.85,validation,0.525,265
2.5,3.0,224,0.46,2.4688,553.01,validation,0.525,265
2.5,4.0,224,0.46,2.4779,555.05,validation,0.525,265
2.5,5.0,224,0.46,2.4845,556.52,validation,0.525,265
2.5,6.0,224,0.46,2.4895,557.64,validation,0.525,265
2.5,7.0,224,0.46,2.4935,558.55,validation,0.525,265
3.0,1.0,224,0.464,2.8172,631.04,validation,0.525,265
3.0,2.0,224,0.451,2.8302,633.96,validation,0.525,265
3.0,3.0,224,0.429,2.8403,636.23,validation,0.525,265
3.0,4.0,224,0.429,2.8475,637.83,validation,0.525,265
3.0,5.0,224,0.424,2.8528,639.03,validation,0.525,265
3.0,6.0,224,0.424,2.8571,639.99,validation,0.525,265
3.0,7.0,224,0.424,2.8606,640.77,validation,0.525,265
3.5,1.0,224,0.446,3.1026,694.99,validation,0.525,265
3.5,2.0,224,0.433,3.0698,687.63,validation,0.525,265
3.5,3.0,224,0.402,3.0679,687.21,validation,0.525,265
3.5,4.0,224,0.402,3.0689,687.43,validation,0.525,265
3.5,5.0,224,0.397,3.0703,687.75,validation,0.525,265
3.5,6.0,224,0.397,3.0717,688.07,validation,0.525,265
3.5,7.0,224,0.397,3.073,688.35,validation,0.525,265
4.0,1.0,224,0.433,3.5475,794.64,validation,0.525,265
4.0,2.0,224,0.415,3.5612,797.71,validation,0.525,265
4.0,3.0,224,0.384,3.5815,802.25,validation,0.525,265
4.0,4.0,224,0.384,3.5958,805.45,validation,0.525,265
4.0,5.0,224,0.379,3.6063,807.81,validation,0.525,265
4.0,6.0,224,0.375,3.6144,809.63,validation,0.525,265
4.0,7.0,224,0.375,3.621,811.09,validation,0.525,265
4.5,1.0,224,0.429,3.721,833.5,validation,0.525,265
4.5,2.0,224,0.411,3.6809,824.51,validation,0.525,265
4.5,3.0,224,0.379,3.688,826.12,validation,0.525,265
4.5,4.0,224,0.375,3.6963,827.96,validation,0.525,265
4.5,5.0,224,0.371,3.7034,829.56,validation,0.525,265
4.5,6.0,224,0.362,3.7095,830.93,validation,0.525,265
4.5,7.0,224,0.362,3.7147,832.1,validation,0.525,265
5.0,1.0,224,0.415,3.6748,823.15,validation,0.525,265
5.0,2.0,224,0.397,3.4047,762.66,validation,0.525,265
5.0,3.0,224,0.362,3.3857,758.4,validation,0.525,265
5.0,4.0,224,0.357,3.3822,757.62,validation,0.525,265
5.0,5.0,224,0.348,3.3825,757.69,validation,0.525,265
5.0,6.0,224,0.339,3.3841,758.03,validation,0.525,265
5.0,7.0,224,0.339,3.3861,758.48,validation,0.525,265
1.5,1.0,222,0.59,2.2235,493.62,validation,0.55,265
1.5,2.0,222,0.581,2.2535,500.28,validation,0.55,265
1.5,3.0,222,0.581,2.267,503.27,validation,0.55,265
1.5,4.0,222,0.581,2.2747,504.99,validation,0.55,265
1.5,5.0,222,0.581,2.2797,506.1,validation,0.55,265
1.5,6.0,222,0.581,2.2832,506.86,validation,0.55,265
1.5,7.0,222,0.581,2.2856,507.41,validation,0.55,265
2.0,1.0,222,0.541,2.1714,482.06,validation,0.55,265
2.0,2.0,222,0.527,2.1812,484.23,validation,0.55,265
2.0,3.0,222,0.523,2.1857,485.23,validation,0.55,265
2.0,4.0,222,0.523,2.1878,485.69,validation,0.55,265
2.0,5.0,222,0.523,2.1886,485.87,validation,0.55,265
2.0,6.0,222,0.523,2.1887,485.9,validation,0.55,265
2.0,7.0,222,0.523,2.1884,485.83,validation,0.55,265
2.5,1.0,222,0.495,2.5082,556.82,validation,0.55,265
2.5,2.0,222,0.473,2.5336,562.46,validation,0.55,265
2.5,3.0,222,0.468,2.5489,565.86,validation,0.55,265
2.5,4.0,222,0.468,2.5591,568.12,validation,0.55,265
2.5,5.0,222,0.468,2.5665,569.76,validation,0.55,265
2.5,6.0,222,0.468,2.5722,571.03,validation,0.55,265
2.5,7.0,222,0.468,2.5769,572.06,validation,0.55,265
3.0,1.0,222,0.477,2.6873,596.58,validation,0.55,265
3.0,2.0,222,0.45,2.6821,595.42,validation,0.55,265
3.0,3.0,222,0.441,2.6842,595.88,validation,0.55,265
3.0,4.0,222,0.437,2.6865,596.41,validation,0.55,265
3.0,5.0,222,0.437,2.6886,596.88,validation,0.55,265
3.0,6.0,222,0.432,2.6905,597.29,validation,0.55,265
3.0,7.0,222,0.432,2.6921,597.65,validation,0.55,265
3.5,1.0,222,0.455,3.0125,668.78,validation,0.55,265
3.5,2.0,222,0.428,2.9507,655.05,validation,0.55,265
3.5,3.0,222,0.41,2.9357,651.73,validation,0.55,265
3.5,4.0,222,0.405,2.9288,650.2,validation,0.55,265
3.5,5.0,222,0.405,2.9249,649.32,validation,0.55,265
3.5,6.0,222,0.401,2.9223,648.74,validation,0.55,265
3.5,7.0,222,0.401,2.9204,648.33,validation,0.55,265
4.0,1.0,222,0.446,3.5157,780.47,validation,0.55,265
4.0,2.0,222,0.419,3.5145,780.22,validation,0.55,265
4.0,3.0,222,0.396,3.5256,782.69,validation,0.55,265
4.0,4.0,222,0.392,3.534,784.55,validation,0.55,265
4.0,5.0,222,0.392,3.5403,785.94,validation,0.55,265
4.0,6.0,222,0.387,3.5451,787.01,validation,0.55,265
4.0,7.0,222,0.387,3.549,787.87,validation,0.55,265
4.5,1.0,222,0.437,3.8494,854.56,validation,0.55,265
4.5,2.0,222,0.41,3.8152,846.98,validation,0.55,265
4.5,3.0,222,0.387,3.8181,847.62,validation,0.55,265
4.5,4.0,222,0.383,3.8231,848.73,validation,0.55,265
4.5,5.0,222,0.383,3.8278,849.77,validation,0.55,265
4.5,6.0,222,0.378,3.832,850.71,validation,0.55,265
4.5,7.0,222,0.369,3.8358,851.55,validation,0.55,265
5.0,1.0,222,0.423,3.7175,825.28,validation,0.55,265
5.0,2.0,222,0.396,3.5801,794.79,validation,0.55,265
5.0,3.0,222,0.374,3.5727,793.13,validation,0.55,265
5.0,4.0,222,0.365,3.5733,793.28,validation,0.55,265
5.0,5.0,222,0.36,3.5758,793.82,validation,0.55,265
5.0,6.0,222,0.356,3.5786,794.45,validation,0.55,265
5.0,7.0,222,0.347,3.5815,795.1,validation,0.55,265
1.5,1.0,222,0.586,2.2775,505.6,validation,0.575,265
1.5,2.0,222,0.586,2.3158,514.1,validation,0.575,265
1.5,3.0,222,0.586,2.3327,517.86,validation,0.575,265
1.5,4.0,222,0.586,2.3424,520.02,validation,0.575,265
1.5,5.0,222,0.586,2.3487,521.4,validation,0.575,265
1.5,6.0,222,0.581,2.353,522.37,validation,0.575,265
1.5,7.0,222,0.581,2.3561,523.06,validation,0.575,265
2.0,1.0,222,0.541,2.3796,528.28,validation,0.575,265
2.0,2.0,222,0.541,2.3938,531.42,validation,0.575,265
2.0,3.0,222,0.532,2.4009,533.01,validation,0.575,265
2.0,4.0,222,0.532,2.4049,533.89,validation,0.575,265
2.0,5.0,222,0.532,2.4072,534.4,validation,0.575,265
2.0,6.0,222,0.527,2.4086,534.72,validation,0.575,265
2.0,7.0,222,0.527,2.4095,534.9,validation,0.575,265
2.5,1.0,222,0.495,2.4159,536.32,validation,0.575,265
2.5,2.0,222,0.486,2.439,541.45,validation,0.575,265
2.5,3.0,222,0.477,2.4533,544.63,validation,0.575,265
2.5,4.0,222,0.477,2.4629,546.76,validation,0.575,265
2.5,5.0,222,0.477,2.4699,548.31,validation,0.575,265
2.5,6.0,222,0.473,2.4753,549.51,validation,0.575,265
2.5,7.0,222,0.473,2.4797,550.49,validation,0.575,265
3.0,1.0,222,0.477,2.7156,602.87,validation,0.575,265
3.0,2.0,222,0.468,2.7234,604.59,validation,0.575,265
3.0,3.0,222,0.45,2.7309,606.26,validation,0.575,265
3.0,4.0,222,0.446,2.7365,607.49,validation,0.575,265
3.0,5.0,222,0.446,2.7407,608.44,validation,0.575,265
3.0,6.0,222,0.441,2.7441,609.2,validation,0.575,265
3.0,7.0,222,0.441,2.747,609.83,validation,0.575,265
3.5,1.0,222,0.45,2.9891,663.57,validation,0.575,265
3.5,2.0,222,0.441,2.9429,653.32,validation,0.575,265
3.5,3.0,222,0.419,2.9345,651.46,validation,0.575,265
3.5,4.0,222,0.414,2.9317,650.83,validation,0.575,265
3.5,5.0,222,0.414,2.9305,650.58,validation,0.575,265
3.5,6.0,222,0.41,2.9301,650.47,validation,0.575,265
3.5,7.0,222,0.41,2.9299,650.45,validation,0.575,265
4.0,1.0,222,0.446,3.446,765.01,validation,0.575,265
4.0,2.0,222,0.437,3.418,758.81,validation,0.575,265
4.0,3.0,222,0.41,3.4182,758.85,validation,0.575,265
4.0,4.0,222,0.405,3.4206,759.37,validation,0.575,265
4.0,5.0,222,0.405,3.423,759.91,validation,0.575,265
4.0,6.0,222,0.401,3.4252,760.4,validation,0.575,265
4.0,7.0,222,0.401,3.4272,760.84,validation,0.575,265
4.5,1.0,222,0.428,3.5628,790.93,validation,0.575,265
4.5,2.0,222,0.419,3.5506,788.23,validation,0.575,265
4.5,3.0,222,0.387,3.5606,790.44,validation,0.575,265
4.5,4.0,222,0.383,3.5692,792.37,validation,0.575,265
4.5,5.0,222,0.383,3.5762,793.93,validation,0.575,265
4.5,6.0,222,0.378,3.582,795.21,validation,0.575,265
4.5,7.0,222,0.378,3.5869,796.3,validation,0.575,265
5.0,1.0,222,0.419,3.6651,813.64,validation,0.575,265
5.0,2.0,222,0.41,3.6371,807.43,validation,0.575,265
5.0,3.0,222,0.378,3.6468,809.58,validation,0.575,265
5.0,4.0,222,0.374,3.656,811.63,validation,0.575,265
5.0,5.0,222,0.369,3.6636,813.33,validation,0.575,265
5.0,6.0,222,0.365,3.67,814.74,validation,0.575,265
5.0,7.0,222,0.365,3.6754,815.95,validation,0.575,265
1.5,1.0,221,0.575,2.0655,456.47,validation,0.6,265
1.5,2.0,221,0.575,2.0961,463.23,validation,0.6,265
1.5,3.0,221,0.575,2.1095,466.21,validation,0.6,265
1.5,4.0,221,0.575,2.1171,467.87,validation,0.6,265
1.5,5.0,221,0.575,2.1218,468.91,validation,0.6,265
1.5,6.0,221,0.575,2.1249,469.61,validation,0.6,265
1.5,7.0,221,0.575,2.1271,470.09,validation,0.6,265
2.0,1.0,221,0.534,2.2933,506.82,validation,0.6,265
2.0,2.0,221,0.534,2.3065,509.74,validation,0.6,265
2.0,3.0,221,0.529,2.3134,511.27,validation,0.6,265
2.0,4.0,221,0.525,2.3173,512.11,validation,0.6,265
2.0,5.0,221,0.525,2.3195,512.61,validation,0.6,265
2.0,6.0,221,0.525,2.3208,512.9,validation,0.6,265
2.0,7.0,221,0.525,2.3215,513.06,validation,0.6,265
2.5,1.0,221,0.484,2.0681,457.05,validation,0.6,265
2.5,2.0,221,0.484,2.0686,457.17,validation,0.6,265
2.5,3.0,221,0.48,2.0714,457.77,validation,0.6,265
2.5,4.0,221,0.475,2.0734,458.22,validation,0.6,265
2.5,5.0,221,0.475,2.0749,458.54,validation,0.6,265
2.5,6.0,221,0.475,2.0759,458.78,validation,0.6,265
2.5,7.0,221,0.475,2.0768,458.97,validation,0.6,265
3.0,1.0,221,0.462,2.3635,522.34,validation,0.6,265
3.0,2.0,221,0.457,2.35,519.35,validation,0.6,265
3.0,3.0,221,0.448,2.3478,518.87,validation,0.6,265
3.0,4.0,221,0.443,2.3473,518.76,validation,0.6,265
3.0,5.0,221,0.439,2.3473,518.75,validation,0.6,265
3.0,6.0,221,0.439,2.3475,518.79,validation,0.6,265
3.0,7.0,221,0.439,2.3477,518.84,validation,0.6,265
3.5,1.0,221,0.443,2.8911,638.94,validation,0.6,265
3.5,2.0,221,0.439,2.8923,639.2,validation,0.6,265
3.5,3.0,221,0.43,2.8978,640.41,validation,0.6,265
3.5,4.0,221,0.421,2.9021,641.36,validation,0.6,265
3.5,5.0,221,0.416,2.9054,642.09,validation,0.6,265
3.5,6.0,221,0.416,2.908,642.67,validation,0.6,265
3.5,7.0,221,0.416,2.9101,643.14,validation,0.6,265
4.0,1.0,221,0.434,3.091,683.11,validation,0.6,265
4.0,2.0,221,0.425,3.0855,681.9,validation,0.6,265
4.0,3.0,221,0.416,3.0892,682.72,validation,0.6,265
4.0,4.0,221,0.403,3.0929,683.54,validation,0.6,265
4.0,5.0,221,0.398,3.096,684.22,validation,0.6,265
4.0,6.0,221,0.398,3.0987,684.81,validation,0.6,265
4.0,7.0,221,0.398,3.101,685.31,validation,0.6,265
4.5,1.0,221,0.421,3.4364,759.44,validation,0.6,265
4.5,2.0,221,0.412,3.5002,773.55,validation,0.6,265
4.5,3.0,221,0.403,3.5328,780.76,validation,0.6,265
4.5,4.0,221,0.385,3.5534,785.31,validation,0.6,265
4.5,5.0,221,0.38,3.568,788.53,validation,0.6,265
4.5,6.0,221,0.38,3.5791,790.98,validation,0.6,265
4.5,7.0,221,0.38,3.5879,792.94,validation,0.6,265
5.0,1.0,221,0.416,3.7041,818.6,validation,0.6,265
5.0,2.0,221,0.407,3.7736,833.96,validation,0.6,265
5.0,3.0,221,0.398,3.813,842.68,validation,0.6,265
5.0,4.0,221,0.38,3.8387,848.36,validation,0.6,265
5.0,5.0,221,0.376,3.8574,852.48,validation,0.6,265
5.0,6.0,221,0.376,3.8718,855.67,validation,0.6,265
5.0,7.0,221,0.376,3.8835,858.25,validation,0.6,265
1.5,1.0,220,0.595,2.2282,490.21,validation,0.625,265
1.5,2.0,220,0.595,2.2565,496.43,validation,0.625,265
1.5,3.0,220,0.595,2.2683,499.02,validation,0.625,265
1.5,4.0,220,0.595,2.2745,500.38,validation,0.625,265
1.5,5.0,220,0.595,2.2781,501.18,validation,0.625,265
1.5,6.0,220,0.595,2.2802,501.65,validation,0.625,265
1.5,7.0,220,0.595,2.2816,501.94,validation,0.625,265
2.0,1.0,220,0.545,2.2318,490.99,validation,0.625,265
2.0,2.0,220,0.536,2.2367,492.08,validation,0.625,265
2.0,3.0,220,0.532,2.2393,492.65,validation,0.625,265
2.0,4.0,220,0.532,2.2404,492.88,validation,0.625,265
2.0,5.0,220,0.532,2.2406,492.93,validation,0.625,265
2.0,6.0,220,0.532,2.2404,492.89,validation,0.625,265
2.0,7.0,220,0.527,2.2399,492.78,validation,0.625,265
2.5,1.0,220,0.505,2.1748,478.47,validation,0.625,265
2.5,2.0,220,0.495,2.1683,477.03,validation,0.625,265
2.5,3.0,220,0.491,2.1661,476.53,validation,0.625,265
2.5,4.0,220,0.491,2.1641,476.11,validation,0.625,265
2.5,5.0,220,0.491,2.1622,475.69,validation,0.625,265
2.5,6.0,220,0.491,2.1603,475.27,validation,0.625,265
2.5,7.0,220,0.486,2.1584,474.86,validation,0.625,265
3.0,1.0,220,0.473,2.4142,531.11,validation,0.625,265
3.0,2.0,220,0.459,2.405,529.1,validation,0.625,265
3.0,3.0,220,0.455,2.4039,528.86,validation,0.625,265
3.0,4.0,220,0.455,2.4038,528.83,validation,0.625,265
3.0,5.0,220,0.45,2.4038,528.84,validation,0.625,265
3.0,6.0,220,0.45,2.4039,528.85,validation,0.625,265
3.0,7.0,220,0.445,2.4039,528.86,validation,0.625,265
3.5,1.0,220,0.455,2.7099,596.17,validation,0.625,265
3.5,2.0,220,0.441,2.6902,591.84,validation,0.625,265
3.5,3.0,220,0.436,2.6853,590.78,validation,0.625,265
3.5,4.0,220,0.432,2.683,590.27,validation,0.625,265
3.5,5.0,220,0.423,2.6816,589.95,validation,0.625,265
3.5,6.0,220,0.423,2.6805,589.71,validation,0.625,265
3.5,7.0,220,0.418,2.6796,589.52,validation,0.625,265
4.0,1.0,220,0.441,3.0794,677.47,validation,0.625,265
4.0,2.0,220,0.423,3.0734,676.16,validation,0.625,265
4.0,3.0,220,0.418,3.0748,676.45,validation,0.625,265
4.0,4.0,220,0.414,3.0762,676.76,validation,0.625,265
4.0,5.0,220,0.405,3.0772,676.99,validation,0.625,265
4.0,6.0,220,0.405,3.078,677.15,validation,0.625,265
4.0,7.0,220,0.4,3.0785,677.27,validation,0.625,265
4.5,1.0,220,0.436,3.3973,747.41,validation,0.625,265
4.5,2.0,220,0.418,3.4129,750.83,validation,0.625,265
4.5,3.0,220,0.414,3.4243,753.35,validation,0.625,265
4.5,4.0,220,0.405,3.4322,755.08,validation,0.625,265
4.5,5.0,220,0.395,3.438,756.35,validation,0.625,265
4.5,6.0,220,0.395,3.4424,757.33,validation,0.625,265
4.5,7.0,220,0.391,3.446,758.12,validation,0.625,265
5.0,1.0,220,0.423,3.5701,785.42,validation,0.625,265
5.0,2.0,220,0.405,3.5877,789.3,validation,0.625,265
5.0,3.0,220,0.4,3.6011,792.25,validation,0.625,265
5.0,4.0,220,0.391,3.6103,794.26,validation,0.625,265
5.0,5.0,220,0.377,3.617,795.73,validation,0.625,265
5.0,6.0,220,0.377,3.6222,796.89,validation,0.625,265
5.0,7.0,220,0.373,3.6265,797.82,validation,0.625,265
1.5,1.0,220,0.605,2.3034,506.75,validation,0.65,265
1.5,2.0,220,0.605,2.3378,514.33,validation,0.65,265
1.5,3.0,220,0.605,2.3523,517.51,validation,0.65,265
1.5,4.0,220,0.605,2.3601,519.23,validation,0.65,265
1.5,5.0,220,0.605,2.3648,520.26,validation,0.65,265
1.5,6.0,220,0.605,2.3678,520.91,validation,0.65,265
1.5,7.0,220,0.605,2.3697,521.33,validation,0.65,265
2.0,1.0,220,0.545,2.2097,486.13,validation,0.65,265
2.0,2.0,220,0.536,2.2168,487.69,validation,0.65,265
2.0,3.0,220,0.536,2.2194,488.28,validation,0.65,265
2.0,4.0,220,0.532,2.2201,488.42,validation,0.65,265
2.0,5.0,220,0.532,2.2198,488.35,validation,0.65,265
2.0,6.0,220,0.532,2.2189,488.17,validation,0.65,265
2.0,7.0,220,0.532,2.2178,487.91,validation,0.65,265
2.5,1.0,220,0.514,2.5297,556.54,validation,0.65,265
2.5,2.0,220,0.505,2.5317,556.97,validation,0.65,265
2.5,3.0,220,0.505,2.5329,557.24,validation,0.65,265
2.5,4.0,220,0.5,2.533,557.25,validation,0.65,265
2.5,5.0,220,0.5,2.5324,557.12,validation,0.65,265
2.5,6.0,220,0.5,2.5314,556.91,validation,0.65,265
2.5,7.0,220,0.5,2.5303,556.66,validation,0.65,265
3.0,1.0,220,0.477,2.3935,526.58,validation,0.65,265
3.0,2.0,220,0.459,2.3928,526.41,validation,0.65,265
3.0,3.0,220,0.459,2.3949,526.87,validation,0.65,265
3.0,4.0,220,0.455,2.3963,527.19,validation,0.65,265
3.0,5.0,220,0.455,2.3972,527.38,validation,0.65,265
3.0,6.0,220,0.455,2.3977,527.49,validation,0.65,265
3.0,7.0,220,0.455,2.398,527.55,validation,0.65,265
3.5,1.0,220,0.468,2.7703,609.47,validation,0.65,265
3.5,2.0,220,0.445,2.7681,608.98,validation,0.65,265
3.5,3.0,220,0.445,2.7702,609.44,validation,0.65,265
3.5,4.0,220,0.436,2.7718,609.8,validation,0.65,265
3.5,5.0,220,0.436,2.773,610.05,validation,0.65,265
3.5,6.0,220,0.432,2.7738,610.23,validation,0.65,265
3.5,7.0,220,0.432,2.7743,610.35,validation,0.65,265
4.0,1.0,220,0.445,2.9194,642.27,validation,0.65,265
4.0,2.0,220,0.418,2.8958,637.08,validation,0.65,265
4.0,3.0,220,0.418,2.8904,635.89,validation,0.65,265
4.0,4.0,220,0.409,2.888,635.36,validation,0.65,265
4.0,5.0,220,0.409,2.8866,635.05,validation,0.65,265
4.0,6.0,220,0.405,2.8855,634.82,validation,0.65,265
4.0,7.0,220,0.4,2.8847,634.64,validation,0.65,265
4.5,1.0,220,0.436,3.0197,664.33,validation,0.65,265
4.5,2.0,220,0.409,2.9888,657.54,validation,0.65,265
4.5,3.0,220,0.409,2.9797,655.54,validation,0.65,265
4.5,4.0,220,0.4,2.9751,654.52,validation,0.65,265
4.5,5.0,220,0.395,2.972,653.84,validation,0.65,265
4.5,6.0,220,0.391,2.9697,653.34,validation,0.65,265
4.5,7.0,220,0.386,2.9679,652.94,validation,0.65,265
5.0,1.0,220,0.423,3.4247,753.44,validation,0.65,265
5.0,2.0,220,0.395,3.4757,764.66,validation,0.65,265
5.0,3.0,220,0.395,3.5025,770.55,validation,0.65,265
5.0,4.0,220,0.386,3.5193,774.25,validation,0.65,265
5.0,5.0,220,0.382,3.5311,776.84,validation,0.65,265
5.0,6.0,220,0.373,3.5399,778.79,validation,0.65,265
5.0,7.0,220,0.368,3.5469,780.31,validation,0.65,265
1.5,1.0,218,0.601,2.4173,526.97,validation,0.675,265
1.5,2.0,218,0.601,2.4624,536.8,validation,0.675,265
1.5,3.0,218,0.601,2.4817,541.01,validation,0.675,265
1.5,4.0,218,0.601,2.4924,543.35,validation,0.675,265
1.5,5.0,218,0.601,2.4992,544.82,validation,0.675,265
1.5,6.0,218,0.601,2.5037,545.8,validation,0.675,265
1.5,7.0,218,0.601,2.5068,546.48,validation,0.675,265
2.0,1.0,218,0.541,2.2672,494.26,validation,0.675,265
2.0,2.0,218,0.532,2.2763,496.23,validation,0.675,265
2.0,3.0,218,0.532,2.2798,497.0,validation,0.675,265
2.0,4.0,218,0.528,2.2811,497.28,validation,0.675,265
2.0,5.0,218,0.528,2.2813,497.32,validation,0.675,265
2.0,6.0,218,0.528,2.2809,497.23,validation,0.675,265
2.0,7.0,218,0.528,2.2801,497.06,validation,0.675,265
2.5,1.0,218,0.509,2.5797,562.38,validation,0.675,265
2.5,2.0,218,0.5,2.5846,563.45,validation,0.675,265
2.5,3.0,218,0.5,2.5872,564.0,validation,0.675,265
2.5,4.0,218,0.495,2.5879,564.17,validation,0.675,265
2.5,5.0,218,0.495,2.5878,564.14,validation,0.675,265
2.5,6.0,218,0.495,2.5871,563.99,validation,0.675,265
2.5,7.0,218,0.495,2.5862,563.78,validation,0.675,265
3.0,1.0,218,0.468,2.3342,508.86,validation,0.675,265
3.0,2.0,218,0.454,2.3294,507.81,validation,0.675,265
3.0,3.0,218,0.454,2.3297,507.87,validation,0.675,265
3.0,4.0,218,0.45,2.3299,507.92,validation,0.675,265
3.0,5.0,218,0.45,2.33,507.93,validation,0.675,265
3.0,6.0,218,0.45,2.3298,507.9,validation,0.675,265
3.0,7.0,218,0.45,2.3295,507.84,validation,0.675,265
3.5,1.0,218,0.463,2.7186,592.66,validation,0.675,265
3.5,2.0,218,0.445,2.7231,593.64,validation,0.675,265
3.5,3.0,218,0.44,2.7283,594.78,validation,0.675,265
3.5,4.0,218,0.431,2.7319,595.56,validation,0.675,265
3.5,5.0,218,0.431,2.7345,596.11,validation,0.675,265
3.5,6.0,218,0.427,2.7363,596.51,validation,0.675,265
3.5,7.0,218,0.427,2.7377,596.82,validation,0.675,265
4.0,1.0,218,0.445,3.0432,663.42,validation,0.675,265
