tf,split,hour,dow,net
15m,train,1,1,0.281941113748432
15m,train,2,0,-1.9662815068318584
15m,train,9,0,-10.088154433806755
15m,train,10,0,-18.375510987553728
15m,train,13,1,-4.904298221132053
15m,train,0,3,4.93868753255311
15m,train,8,3,-1.813181125835082
15m,train,20,3,10.611475783919197
15m,train,5,1,2.331527642809034
15m,train,7,4,-6.665948509577098
15m,train,9,4,-6.02524668197956
15m,train,20,4,-2.2282309448293436
15m,train,14,2,-5.861347735909283
15m,train,21,5,13.810563814987093
15m,train,2,6,-9.051311318902627
15m,train,11,6,14.382465106026505
15m,train,19,6,-2.952183536424346
15m,train,16,0,0.031004271442706788
15m,train,21,0,13.55118496892043
15m,train,16,1,-1.39217623955997
15m,train,11,1,-3.5058518630053355
15m,train,6,2,-4.507100295016465
15m,train,3,2,-0.668579457478031
15m,train,8,1,-3.149180563052507
15m,train,11,4,-0.6058104465653721
15m,train,14,5,-3.555581665273648
15m,train,19,5,1.7651969629566295
15m,train,11,0,-0.6085836727585919
15m,train,7,0,-2.291338054547583
15m,train,10,0,-2.1151247346995072
15m,train,11,0,-1.8729051071869436
15m,train,13,0,-5.574360536761051
15m,train,15,0,-6.875821509949453
15m,train,18,0,-2.116347785417768
15m,train,1,1,16.785972524945777
15m,train,15,1,-3.9702657961986105
15m,train,17,1,6.896952735271369
15m,train,19,1,-5.442977807920381
15m,train,10,2,13.692628953996554
15m,train,20,2,-1.8548745967026614
15m,train,4,3,-2.109564645105493
15m,train,5,3,-2.9485795429946244
15m,train,1,4,15.641912619457589
15m,train,20,3,15.901096895392401
15m,train,21,3,15.778064853642022
15m,train,16,4,-2.7488197036524125
15m,train,21,4,-18.679979207057457
15m,train,12,5,-1.7467332072717774
15m,train,16,5,-0.46861794987711813
15m,train,23,5,-0.5445536672854853
15m,train,7,6,2.6184814863180748
15m,train,12,6,-7.29331205896236
15m,train,7,0,-2.023775570044388
15m,train,5,1,0.42565482307874947
15m,train,21,1,-14.324880934756049
15m,train,7,1,-1.4807319757429962
15m,train,11,1,-2.5841204382876284
15m,train,12,1,14.697046680073727
15m,train,19,1,-14.223151453774477
15m,train,5,2,-10.226309890296571
15m,train,12,2,-3.7780538585357597
15m,train,21,2,-2.9137623164970363
15m,train,4,3,7.776613425325303
15m,train,17,3,16.189766865365836
15m,train,3,4,16.396963516433434
15m,train,3,5,-4.095926051156802
15m,train,20,5,2.5117280403433804
15m,train,10,6,-3.3714435768821045
15m,train,11,6,0.9386764850621712
15m,train,16,6,-2.1721434551057923
15m,train,4,0,-3.751133763055881
15m,train,13,0,1.5942247621880146
15m,train,3,1,-6.197467653042354
15m,train,8,1,15.19289994872861
15m,train,22,2,13.684793750086532
15m,train,2,2,-1.8556746463499536
15m,train,12,2,-4.588193929751996
15m,train,15,2,14.40933572950161
15m,train,20,2,-2.2842760084154863
15m,train,21,2,13.864464715572232
15m,train,13,6,-5.368202696269535
15m,train,14,6,-1.8922533572651457
15m,train,18,6,-2.537413475535706
15m,train,0,0,-7.710716347497751
15m,train,10,0,12.350424014834239
15m,train,22,0,-10.166184676154227
15m,train,14,1,-8.011131821912928
15m,train,16,2,-0.01936449062370793
15m,train,13,3,-6.0945913656203485
15m,train,1,4,16.90993069203242
15m,train,8,4,-6.57790118248787
15m,train,13,4,14.214553984967539
15m,train,22,4,-4.256620081084673
15m,train,7,5,-3.300441247265902
15m,train,9,5,-1.4529156507810712
15m,train,0,6,-2.8614011765061838
15m,train,1,6,-5.2620072536785205
15m,train,7,6,-7.246417508995467
15m,train,13,6,-3.2140827550335525
15m,train,15,6,-4.79395068334032
15m,train,18,6,-10.17366666917114
15m,train,22,6,-4.381499403281398
15m,train,14,0,5.23908729520768
15m,train,6,1,8.21904495784963
15m,train,17,1,16.864331766600202
15m,train,22,1,-14.825407374995141
15m,train,16,1,-12.767289019870434
15m,train,22,2,-11.290080551892247
15m,train,11,3,-4.822764882728098
15m,train,8,4,-7.070237730764799
15m,train,9,4,10.201253799147736
15m,train,23,4,16.82911155614237
15m,train,1,5,16.956272714554277
15m,train,9,5,2.914357336367052
15m,train,23,5,3.1178035913287445
15m,train,21,6,-2.8578112012862538
15m,train,7,0,0.5532312250966238
15m,train,9,0,-19.92199307125158
15m,train,13,1,21.43282126195555
15m,train,16,1,-1.8469223058570814
15m,train,2,2,19.758087208212395
15m,train,22,2,-11.860146922080066
15m,train,8,3,-14.954882643906673
15m,train,17,3,-4.7666701471144295
15m,train,19,1,25.51416976962656
15m,train,23,4,-5.069446575244239
15m,train,2,5,0.4158957570930706
15m,train,18,5,22.80775235972447
15m,train,6,6,-4.650472340405247
15m,train,16,6,-18.6704702398478
15m,train,21,6,-6.792639513440394
15m,train,19,1,-92.36342559829868
15m,train,3,1,-20.11117565820863
15m,train,11,1,-15.248305541434096
15m,train,13,1,-8.015963620789464
15m,train,15,1,27.321024367262872
15m,train,7,2,-6.369958733943073
15m,train,23,2,1.1040454165977158
15m,train,7,3,-0.7791447709859152
15m,train,11,3,-0.13398950761149964
15m,train,0,0,30.495376891487926
15m,train,15,3,-7.027279215691911
15m,train,1,4,-6.606965905101596
15m,train,5,4,-6.890957453118938
15m,train,15,4,-35.48191155532731
15m,train,1,6,6.510567373536439
15m,train,13,5,-3.577002683399148
15m,train,14,5,29.932769976931073
15m,train,21,5,-5.305398310468258
15m,train,0,0,0.2895180980869143
15m,train,14,0,-5.870626296326165
15m,train,14,1,-8.687731384987627
15m,train,13,3,-21.33835241865567
15m,train,0,2,-9.868589646813824
15m,train,14,2,-1.7389658325005208
15m,train,23,2,29.559245795990968
15m,train,9,3,22.48894774744788
15m,train,2,4,-8.29350643423078
15m,train,14,4,1.5231026936212742
15m,train,10,5,-3.7037788846961366
15m,train,10,0,7.710490613930722
15m,train,16,6,-9.606612974309737
15m,train,13,0,-7.5529093847722235
15m,train,4,1,-7.594221029209912
15m,train,19,1,24.21265680743852
15m,train,13,2,-6.292039527983096
15m,train,14,2,-5.448051037109046
15m,train,21,2,-9.86051546160822
15m,train,0,3,-8.697325346209276
15m,train,13,3,10.479503509472535
15m,train,14,3,-18.66746448820509
15m,train,15,3,2.419367123283863
15m,train,0,4,3.680288021057801
15m,train,2,4,20.36072074743303
15m,train,6,4,25.804295561683453
15m,train,16,4,9.924933149670576
15m,train,22,4,0.26507322859299787
15m,train,6,5,-11.115484767636477
15m,train,19,5,-9.722311215427943
15m,train,20,5,-4.294602323538652
15m,train,22,5,-6.588679552759013
15m,train,15,0,6.463278878098556
15m,train,1,1,-3.532284206109935
15m,train,4,1,-4.338398101556387
15m,train,22,1,-8.628709862579592
15m,train,0,2,-6.019954083042594
15m,train,1,2,28.769188471174605
15m,train,8,2,-11.282261947494241
15m,train,18,6,29.61056560018849
15m,train,0,3,-11.521097447486838
15m,train,0,3,5.609412287653902
15m,train,5,6,-5.201210525393684
15m,train,4,4,28.698195647340246
15m,train,7,4,28.39434287211256
15m,train,12,4,28.333852103050525
15m,train,19,5,27.967579949640196
15m,train,10,5,-5.898900407573918
15m,train,15,5,-1.692711007409641
15m,train,0,6,-3.9726046309169862
15m,train,3,6,-2.2196359683719837
15m,train,7,6,-3.1841191028756293
15m,train,8,0,-2.8645053877366253
15m,train,5,1,-4.036160099997386
15m,train,15,1,-14.517320853718244
15m,train,5,4,24.428846756331748
15m,train,11,2,25.552143650999035
15m,train,17,2,21.629874786244862
15m,train,20,2,1.440095399801594
15m,train,0,3,-4.5540199059647275
15m,train,4,3,-3.5602870547832106
15m,train,5,3,-4.194176565438137
15m,train,2,6,24.935983485488684
15m,train,12,4,1.6211195640624634
15m,train,19,4,-2.490361705157881
15m,train,6,5,0.8437915933104208
15m,train,11,5,2.767294314812305
15m,train,11,5,-4.1625230089568745
15m,train,22,5,-10.450991411811426
15m,train,1,6,-5.35958655014352
15m,train,17,6,-5.245425093250704
15m,train,16,0,-6.7439984481737865
15m,train,17,0,-7.99221890057193
15m,train,7,1,-1.9554798087769487
15m,train,0,2,-3.047733914861527
15m,train,4,2,-3.664335096545348
15m,train,3,3,-7.6715636697807525
15m,train,23,3,25.080303189874282
15m,train,20,3,14.165140223562464
15m,train,22,3,-2.5430871387701854
15m,train,12,4,-2.8744246007566567
15m,train,2,5,22.40664616662226
15m,train,7,5,2.2817325516106197
15m,train,14,6,6.048421792381788
15m,train,19,0,22.75388021428078
15m,train,9,0,-0.3901132832649614
15m,train,14,1,24.00285762347887
15m,train,12,0,0.8266246159033024
15m,train,3,1,-11.452084472038997
15m,train,0,2,-3.839462921521661
15m,train,1,2,-1.1694438370419529
15m,train,11,2,-13.79228733683966
15m,train,13,2,-6.662832502986328
15m,train,23,2,-6.919795603935409
15m,train,7,3,2.2266428328130563
15m,train,7,5,22.762762583897956
15m,train,5,6,24.052502016864427
15m,train,4,1,-5.816473846182199
15m,train,20,1,22.862885343140952
15m,train,9,3,-16.540553199547173
15m,train,17,3,-1.9716448005733243
15m,train,4,4,0.8568235527907178
15m,train,15,4,-7.829653277935172
15m,train,16,4,20.489178431284685
15m,train,13,5,-5.899852466780473
15m,train,14,6,-1.8786191100174952
15m,train,12,0,-6.051085654325545
15m,train,12,1,-4.617831287172584
15m,train,22,1,-1.2432037618721186
15m,train,11,2,-7.418513364735718
15m,train,10,3,-11.755593719289188
15m,train,12,3,21.18847895080792
15m,train,19,3,3.3722607796806523
15m,train,19,3,-5.559814238296783
15m,train,14,4,-8.347818730686635
15m,train,0,6,-5.0922429328355925
15m,train,18,5,-3.4163243610817355
15m,train,12,0,-3.2333551699230574
15m,train,10,6,9.587453294065751
15m,train,4,0,21.222520309317254
15m,train,11,0,-10.609742040405516
15m,train,16,0,-5.491315044658491
15m,train,21,0,2.479763752517067
15m,train,8,1,-22.23474934639779
15m,train,12,1,-2.4167296337274253
15m,train,20,1,4.089208934929176
15m,train,22,3,18.83933925257136
15m,train,11,2,19.04516411163594
15m,train,3,3,1.8361098586828426
15m,train,10,3,-6.12988133334454
15m,train,19,3,-1.663599025075458
15m,train,20,3,-1.110668736264596
15m,train,21,3,-4.098630146624695
15m,train,7,4,18.260291043233444
15m,train,11,4,-2.054951613319932
15m,train,16,4,-4.208619743063321
15m,train,0,5,-11.46122387061684
15m,train,17,0,-6.606406184366479
15m,train,4,1,-22.42770125789001
15m,train,1,1,-1.7772903722388742
15m,train,12,2,-8.488717563244393
15m,train,12,1,1.1479019962101995
15m,train,14,1,2.16933872601649
15m,train,9,2,-4.438203441652603
15m,train,10,2,-14.525484924073341
15m,train,12,2,14.272439493385287
15m,train,16,2,-0.5775854384602679
15m,train,10,3,-0.49660556331741135
15m,train,11,4,17.72367982092262
15m,train,14,4,-2.078213720264569
15m,train,22,4,0.5758251928441054
15m,train,11,6,-4.247485056295097
15m,train,22,5,0.43335469184355013
15m,train,1,6,6.013558344805758
15m,train,4,0,-4.090470061234597
15m,train,19,6,3.886605056685647
15m,train,0,0,-2.7867911726247327
15m,train,6,0,19.5640928191167
15m,train,4,0,-20.291552460732046
15m,train,3,1,28.52114989909365
15m,train,5,1,27.537837698804072
15m,train,3,2,-6.562036267309216
15m,train,10,2,-0.6315841206169683
15m,train,13,2,27.00829799195534
15m,train,10,3,-5.920786420284797
15m,train,14,3,-12.86308022076943
15m,train,9,4,24.51327421885564
15m,train,12,4,-3.4088839158166375
15m,train,15,4,-1.4547769712323426
15m,train,19,4,-2.9381583824686697
15m,train,10,5,-1.5058057696798113
15m,train,8,5,-3.991180186957193
15m,train,11,5,-5.6404069595540065
15m,train,16,5,-1.8498231925519333
15m,train,22,5,8.508537041118087
15m,train,22,6,-6.35624904297924
15m,train,3,0,-5.75242404914148
15m,train,11,0,25.893022623633954
15m,train,4,1,-7.798527740748172
15m,train,21,1,-5.815105092285716
15m,train,2,2,-9.70634164735952
15m,train,1,2,-2.581190871568306
15m,train,10,2,-2.1891318839434493
15m,train,1,3,12.896914806052244
15m,train,4,3,-3.1169765741310034
15m,train,12,3,-6.166049971032393
15m,train,18,3,24.013493678577742
15m,train,5,4,-4.520226909879778
15m,train,8,4,21.467401455387385
15m,train,0,1,24.103358589195434
15m,train,0,1,24.209067872351678
15m,train,3,5,-2.7070511637061387
15m,train,5,5,-3.8344771464659546
15m,train,12,5,0.6456824997878108
15m,train,3,6,7.040931315315611
15m,train,8,6,-6.566792899686028
15m,train,14,0,6.736180703287946
15m,train,4,0,-5.079551881937346
15m,train,14,0,-18.69475915719409
15m,train,1,2,25.014195665125175
15m,train,16,0,-2.8826400297766286
15m,train,22,0,-6.619364175217962
15m,train,8,1,-3.97986043856889
15m,train,14,1,-3.041665604001636
15m,train,20,1,24.592907657499804
15m,train,11,2,1.1546701617569473
15m,train,2,3,-5.030187780717049
15m,train,12,4,5.105094554739749
15m,train,4,4,-4.405681423179325
15m,train,6,4,13.67824000171584
15m,train,9,4,-0.6682826121218939
15m,train,5,5,22.32214669878332
15m,train,17,5,22.858790207501478
15m,train,21,5,11.735920147421528
15m,train,9,6,1.6656174425106944
15m,train,11,6,-4.229873269887249
15m,train,12,6,-6.974672323005926
15m,train,18,6,-0.27231070582215566
15m,train,16,0,23.113578895444558
15m,train,5,1,-7.737762938839452
15m,train,11,1,22.67325001388433
15m,train,14,1,-5.868648046107122
15m,train,23,1,7.540136356759066
15m,train,0,2,2.5232048506504334
15m,train,9,3,-4.895718533640025
15m,train,2,3,-9.899692477491527
15m,train,6,3,-1.8272156488593867
15m,train,10,3,-13.928420742098263
15m,train,15,3,-26.80575493977035
15m,train,20,3,20.843357265617946
15m,train,4,5,-3.3385150036255773
15m,train,4,6,22.32530890281835
15m,train,2,6,22.478202347239574
15m,train,8,6,22.472478972191514
15m,train,16,6,-22.03130778858627
15m,train,8,0,-10.558977145634717
15m,train,20,1,-5.404497011155064
15m,train,19,1,8.816739343557222
15m,train,20,1,-23.427913850110972
15m,train,2,2,-7.221401992844654
15m,train,9,2,-5.649054475140005
15m,train,11,2,-1.244316201259824
15m,train,18,2,2.665181880410578
15m,train,1,3,-1.587703365196442
15m,train,19,3,23.192219567494433
15m,train,23,3,-9.037787175697444
15m,train,13,4,3.752690229562191
15m,train,7,5,-7.024602391087874
15m,train,8,5,21.789308979107773
15m,train,14,5,-4.120622506997175
15m,train,20,5,21.902547811705915
15m,train,3,0,-12.20339861052247
15m,train,9,0,-5.696530524549752
15m,train,15,1,-10.14273371511534
15m,train,0,2,-3.9112522314984965
15m,train,19,2,-12.212069610508431
15m,train,0,3,19.985184763951366
15m,train,6,3,19.87072510746855
15m,train,12,3,-7.043323695429831
15m,train,8,4,14.96176547199906
15m,train,22,4,19.509232288049315
15m,train,11,5,19.1086699869977
15m,train,12,5,19.21782023975353
15m,train,17,5,2.0342639754398695
15m,train,23,5,-2.94924496795939
15m,train,14,6,-4.7481283231886415
15m,train,8,0,-5.264254913912794
15m,train,20,0,-2.61889894175347
15m,train,4,1,20.295645137701374
15m,train,13,1,19.549126508001073
15m,train,14,2,18.08734772610724
15m,train,1,3,-7.588802940497017
15m,train,6,3,1.3650739212268297
15m,train,8,3,-13.032630071878009
15m,train,14,3,6.081774989435663
15m,train,20,3,-5.71469501141794
15m,train,0,4,2.9200728536827665
15m,train,3,4,-1.4537378513200958
15m,train,1,0,1.1107299049108432
15m,train,16,4,3.9860009443121798
15m,train,14,6,18.428817033556435
15m,train,9,5,18.67566965494833
15m,train,14,5,-4.7059745443428005
15m,train,5,6,-4.3182829260568
15m,train,11,6,18.635094135038457
15m,train,14,1,-10.768660706752355
15m,train,13,2,19.395358358868467
15m,train,14,2,-1.2880856108546155
15m,train,7,3,-1.9094530373054042
15m,train,8,3,-9.702820521213207
15m,train,22,5,-3.207792087943669
15m,train,0,4,-1.632037760034038
15m,train,1,5,-1.4116257917978066
15m,train,5,5,17.79730691587174
15m,train,14,5,-3.186026259926505
15m,train,20,5,-2.7745354874371806
15m,train,4,6,2.5752734601147362
15m,train,12,6,-4.649190717036431
15m,train,14,0,-4.070168526044761
15m,train,12,0,15.135477681105744
15m,train,6,1,-11.515107377625611
15m,train,19,1,-1.336130850064194
15m,train,17,4,-4.908737205576276
15m,train,8,2,-2.037868142656934
15m,train,23,2,-5.680039582865921
15m,train,15,3,5.685281030108065
15m,train,12,3,-7.045186255390069
15m,train,21,3,-8.739538499135065
15m,train,4,4,-7.54551754177157
15m,train,13,4,-15.949367783112931
15m,train,15,4,-10.183910957760405
15m,train,21,4,23.525560860371755
15m,train,8,5,22.989201093621535
15m,train,4,5,-4.83716663908057
15m,train,5,6,-2.820133522760858
15m,train,1,6,23.9203044956379
15m,train,14,0,23.616423655322908
15m,train,3,0,-5.92436821070291
15m,train,4,0,-3.702575453669339
15m,train,12,0,-1.6384871551184452
15m,train,18,0,-5.851442675000092
15m,train,6,1,22.21995808047952
15m,train,10,1,23.805173126882654
15m,train,15,1,-14.009176294650253
15m,train,23,1,22.72677269163234
15m,train,4,2,22.194695909273324
15m,train,9,2,-3.045576329867436
15m,train,12,3,18.60481506728703
15m,train,15,3,-8.544325278590625
15m,train,6,4,21.49368386050194
15m,train,15,4,0.660898277649817
15m,train,1,5,-7.187652339054927
15m,train,8,5,-1.644208743475229
15m,train,20,5,19.863454448743518
15m,train,12,6,-2.200362424396198
15m,train,14,6,4.461768741508513
15m,train,7,1,5.8274359261671576
15m,train,22,1,0.7948323446442593
15m,train,2,2,-13.650638781440081
15m,train,7,2,8.84230734342878
15m,train,14,2,-2.907195704058394
15m,train,14,2,18.231979080904175
15m,train,0,3,17.62708307849574
15m,train,10,3,-4.935011771606727
15m,train,13,3,-4.100169431092126
15m,train,17,3,-4.09278491158219
15m,train,1,4,-22.969607811936033
15m,train,8,4,8.669518439298887
15m,train,13,4,-3.8961945150052735
15m,train,19,4,-6.759100280262711
15m,train,6,5,-0.3217169390802961
15m,train,1,6,17.076935212154478
15m,train,7,6,-5.056377700246636
15m,train,14,6,-14.719980560278504
15m,train,14,2,13.768502665229088
15m,train,12,1,10.489953579181966
15m,train,4,1,-1.6564001202935907
15m,train,19,1,-2.5806705458022097
15m,train,0,2,0.9365376319896277
15m,train,13,2,0.9743361884090163
15m,train,11,3,1.0849166999658975
15m,train,0,5,18.854995766263187
15m,train,21,4,18.34520163582148
15m,train,1,5,-1.477993213936141
15m,train,8,5,-1.1034699051523251
15m,train,2,6,-5.155954247228014
15m,train,12,0,19.535459287056028
15m,train,15,6,-2.8866623067466937
15m,train,18,6,17.890274466085543
15m,train,11,0,-1.8299953064764738
15m,train,6,1,-6.1157879921339084
15m,train,15,1,-2.5763298279117772
15m,train,8,2,-0.9117994150776895
15m,train,14,2,-4.5301462413842
15m,train,20,2,-4.375735075404139
15m,train,0,3,-3.0440921640711203
15m,train,16,3,4.480060347296696
15m,train,18,3,-10.702520796222151
15m,train,20,3,2.0237283613503205
15m,train,11,4,15.725092736625275
15m,train,11,4,-3.006968015040296
15m,train,23,4,16.704192666955485
15m,train,8,5,16.69541377338059
15m,train,16,5,-3.4942654212998883
15m,train,0,0,17.502215938961605
15m,train,15,2,-0.11848658097766174
15m,train,19,2,-3.3235180550404935
15m,train,21,2,16.77527656441793
15m,train,1,3,-2.7368018192852066
15m,train,8,3,-1.3214886287713206
15m,train,13,3,-2.1796033670385877
15m,train,20,3,-5.221793819448456
15m,train,14,4,1.0684809316251869
15m,train,7,5,-8.472930627883379
15m,train,15,5,16.875639209410753
15m,train,14,6,0.39487245346692856
15m,train,22,6,17.27058785857694
15m,train,19,0,-4.801485386833912
15m,train,21,0,9.920406409340599
15m,train,0,1,6.800197966917831
15m,train,1,1,2.030882492301896
15m,train,18,2,3.5018373479058287
15m,train,5,4,0.9898708044619994
15m,train,12,4,14.144317661385458
15m,train,12,5,15.545332365329541
15m,train,15,6,2.0437293999793593
15m,train,19,6,-5.685257222358747
15m,train,3,0,-1.5396660899637968
15m,train,8,0,-7.646378488686894
15m,train,8,0,13.298665856251954
15m,train,8,1,-4.431890114421757
15m,train,1,1,-2.1342594794401846
15m,train,13,1,15.158625434136015
15m,train,14,3,8.907948000545737
15m,train,12,4,11.892409716239394
15m,train,12,4,-12.575017747946717
15m,train,19,4,-4.507174350433275
15m,train,13,5,-1.0220964333772953
15m,train,3,6,-2.1018852172747233
15m,train,6,0,13.153849063594029
15m,train,14,2,9.862876137528302
15m,train,2,1,-0.3469430354138746
15m,train,18,1,-16.247229072644714
15m,train,17,1,-3.2279155878330843
15m,train,15,1,15.269080251338849
15m,train,22,1,-2.8989251756743286
15m,train,16,2,-2.5370265412190465
15m,train,23,6,0.35222504650385955
15m,train,1,3,-8.377407944291242
15m,train,6,3,-2.2529598571402354
15m,train,7,3,-0.37108618293554774
15m,train,18,3,-3.760514722698746
15m,train,15,4,-16.20530109091417
15m,train,12,5,14.331712216420687
15m,train,1,6,14.86551650523533
15m,train,18,6,-8.881275990112288
15m,train,23,0,10.647389725132198
15m,train,21,0,0.5751084809919706
15m,train,1,2,1.9022824825264357
15m,train,14,2,1.030182882692205
15m,train,2,3,-3.010285758874454
15m,train,4,3,-5.926867958887715
15m,train,17,3,-2.9767312538207995
15m,train,3,4,-34.620116193023016
15m,train,4,4,-4.052507482601218
15m,train,5,4,-5.216030001815115
15m,train,12,4,3.932275299614197
15m,train,13,4,1.4723731021297297
15m,train,15,4,-5.519666439079183
15m,train,22,4,-2.86593238499722
15m,train,5,5,15.36480893083059
15m,train,6,5,-1.9554929002315053
15m,train,10,5,15.426517724942478
15m,train,0,6,16.16259781281457
15m,train,6,6,-2.5485486968386297
15m,train,7,6,-2.233523894495667
15m,train,15,6,-3.336525828346695
15m,train,14,0,13.396273481106228
15m,train,14,0,-5.429116991627618
15m,train,12,1,-3.2986814586463744
15m,train,15,3,0.7584500611644664
15m,train,6,2,1.363525673062155
15m,train,16,2,-2.7143136776497285
15m,train,10,0,2.914433537403158
15m,train,13,3,-0.9643269859677297
15m,train,16,3,-5.457088459818149
15m,train,17,3,15.463583663478726
15m,train,9,4,-6.32499722201791
15m,train,13,4,15.308025519555104
15m,train,16,4,-6.840024049513399
15m,train,21,4,5.931195952808517
15m,train,6,5,-2.452703103501565
15m,train,22,5,15.853760344031539
15m,train,21,5,15.792899090676238
15m,train,2,6,15.824435481545557
15m,train,4,6,-1.987720604194395
15m,train,12,6,-0.4182469200253257
15m,train,8,0,-0.30651519844983155
15m,train,21,0,1.6655527376024586
15m,train,0,1,16.033633853415786
15m,train,10,1,-1.599545397057747
15m,train,12,1,-5.8000844312287825
15m,train,20,1,-15.284279566595675
15m,train,8,2,16.099280224074555
15m,train,2,3,-1.9563817689776442
15m,train,8,3,-2.5838040792334223
15m,train,13,3,5.738876619116102
15m,train,17,3,2.2031339122580436
15m,train,5,4,-3.3544306441251632
15m,train,6,4,0.8156230029071687
15m,train,16,6,15.75523948613752
15m,train,1,0,-5.181163616969823
15m,train,2,0,-3.1671437029918494
15m,train,5,0,-3.609722601794494
15m,train,10,0,2.8386591296789905
15m,train,8,1,-2.7270844047404967
15m,train,13,1,-6.193096100184587
15m,train,16,1,-2.376193776325726
15m,train,10,2,1.6544790619780338
15m,train,20,2,-2.298929144309098
15m,train,8,3,-7.387998192095082
15m,train,12,3,5.178232217238437
15m,train,16,3,11.080331104682092
15m,train,0,4,-10.99884624470172
15m,train,4,4,1.2772307007957981
15m,train,7,4,1.97796777561783
15m,train,8,5,15.307415960505224
15m,train,13,5,-4.545076260381601
15m,train,1,6,-3.4560639081335065
15m,train,20,6,-1.057112979793151
15m,train,1,0,-4.705361568034253
15m,train,8,0,1.929177204643171
15m,train,20,1,16.418825375692233
15m,train,0,2,-11.239039823652305
15m,train,6,2,-1.2514771583156286
15m,train,6,3,-2.309408230132852
15m,train,11,3,-5.928691340477849
15m,train,13,3,1.0791871700757523
15m,train,1,4,-10.566647562151756
15m,train,1,4,-5.060123010379347
15m,train,7,4,-4.116037362083131
15m,train,12,4,-2.8006706278993034
15m,train,0,1,0.37042961864286805
15m,train,22,5,16.2803600783514
15m,train,22,5,-2.121747044280987
15m,train,0,6,16.32817404044611
15m,train,1,6,-1.1285303345533366
15m,train,3,6,16.24391630294092
15m,train,21,6,-2.851768343260466
15m,train,4,0,1.1591573101854324
15m,train,8,0,-1.189693686816871
15m,train,19,0,16.7938720859737
15m,train,21,0,-1.591729565955489
15m,train,17,1,16.31300905041447
15m,train,7,1,16.635306645591893
15m,train,12,1,-2.7982942069978676
15m,train,3,2,-0.5833971069674306
15m,train,21,1,-1.006360894470244
15m,train,22,1,-4.743423280441944
15m,train,10,1,8.227845398502788
15m,train,2,2,-1.5094264468370118
15m,train,7,2,-5.4296303718315
15m,train,2,3,1.068637026453184
15m,train,8,3,-7.229411223399513
15m,train,15,3,1.2757975529103756
15m,train,12,4,-0.18817712083558003
15m,train,4,4,-15.04086712747715
15m,train,6,4,-6.75843263442907
15m,train,13,5,-4.678823901480486
15m,train,17,6,0.1604058985011011
15m,train,4,0,15.89964579819531
15m,train,12,0,-5.452489613618938
15m,train,19,0,-5.61957925649858
15m,train,16,0,-3.501921313601339
15m,train,9,1,-5.384298662066881
15m,train,13,2,-2.6679841113721996
15m,train,21,2,5.953973731607961
15m,train,2,3,-3.0987591758782966
15m,train,10,3,0.05072731700878308
15m,train,16,3,-3.645462289771378
15m,train,19,3,-4.532415233635595
15m,train,0,4,13.662809931125466
15m,train,7,4,15.560324813081415
15m,train,15,4,15.684640967447276
15m,train,12,4,-8.398771194410234
15m,train,16,4,0.2876290335316707
15m,train,9,5,2.0078169394459837
15m,train,9,5,1.652354061319783
15m,train,20,5,15.916991005693134
15m,train,15,0,-4.557102153408415
15m,train,8,0,-2.3439396350921955
15m,train,14,1,16.509941775353088
15m,train,21,0,-26.064402358938594
15m,train,6,1,-5.2867660222877015
15m,train,8,1,-3.5224880775555385
15m,train,12,1,-6.665327915153293
15m,train,10,1,15.240176870644015
15m,train,12,2,-3.362337147996279
15m,train,16,2,-4.30106389030287
15m,train,20,2,-5.686720550937882
15m,train,17,3,-3.41056046378643
15m,train,3,4,18.03783815699134
15m,train,6,4,6.7808145556266215
15m,train,10,5,18.889529802981233
15m,train,15,5,-2.586742619642046
15m,train,20,5,-5.208729564598559
15m,train,16,6,-3.60049254852441
15m,train,16,6,-5.426454942397575
15m,train,18,6,-7.420862204385521
15m,train,19,6,18.22141781210581
15m,train,5,0,19.572707367751146
15m,train,19,0,-22.81792292520986
15m,train,0,1,-3.4026087599363644
15m,train,4,2,-20.801669220260106
15m,train,0,3,-13.870660198515484
15m,train,6,3,20.08074216456019
15m,train,22,3,-27.219990321976475
15m,train,5,4,19.295600098253317
15m,train,21,4,-1.0645884822002323
15m,train,23,4,-0.6595408944516317
15m,validation,7,6,-7.283013679221836
15m,validation,0,0,-8.177004321127558
15m,validation,2,0,5.273143935437211
15m,validation,15,0,-1.0841801864790552
15m,validation,17,0,-2.01400632522403
15m,validation,17,0,-9.385522860532921
15m,validation,1,1,-3.090874846066966
15m,validation,11,1,-8.986009946502671
15m,validation,18,1,-2.4764550226510518
15m,validation,12,2,17.975092479528254
15m,validation,14,2,-2.913272116973967
15m,validation,7,3,-2.695148538858241
15m,validation,19,4,22.963736465157904
15m,validation,4,5,-5.164362850326816
15m,validation,9,0,-6.631993054917458
15m,validation,23,5,26.71936985820711
15m,validation,9,6,-13.166378569246271
15m,validation,15,0,20.177269502818117
15m,validation,14,0,-46.257175335798934
15m,validation,22,0,-1.1987719509250323
15m,validation,14,2,-7.818601376164118
15m,validation,0,1,25.523683000854216
15m,validation,14,1,-7.202965797198344
15m,validation,19,1,18.75231397458971
15m,validation,0,2,1.9407080205774503
15m,validation,2,2,-7.567763494551753
15m,validation,21,2,-10.247938985374764
15m,validation,14,4,-7.898903043053679
15m,validation,11,4,-5.806521252925584
15m,validation,2,5,-10.008529340683554
15m,validation,3,6,10.245226935246958
