tf,depth_frac,r_target,expiry_days,avg_pnl_holdout,avg_pnl_train,avg_pnl_validation,n_holdout,n_train,n_validation
15m,0.525,1.5,2.0,1.4317,1.0422,0.9648,628,1532,710
15m,0.575,1.5,0.5,1.384,1.0416,0.9145,624,1519,704
15m,0.625,1.5,2.0,1.3574,1.0411,1.0724,617,1505,701
15m,0.325,2.0,1.5,1.1682,1.0394,0.7081,643,1573,729
15m,0.5,1.5,0.5,1.347,1.0384,0.8778,631,1535,715
15m,0.3,1.5,0.5,1.2525,1.0378,0.6793,645,1577,731
15m,0.55,1.5,2.0,1.3526,1.037,0.9311,627,1525,706
15m,0.375,1.5,0.5,1.1303,1.0363,0.6598,640,1566,727
15m,0.475,1.5,0.5,1.2405,1.0363,0.8314,636,1544,719
15m,0.6,1.5,1.0,1.2953,1.0347,0.999,618,1513,703
15m,0.5,2.0,1.0,1.4263,1.0346,0.955,631,1535,715
15m,0.4,1.5,0.75,1.0884,1.0344,0.7265,640,1563,726
15m,0.4,2.0,1.5,1.2866,1.0331,0.7244,640,1563,726
15m,0.475,2.0,2.0,1.3587,1.0315,0.9101,636,1544,719
15m,0.3,2.0,2.0,1.1427,1.0305,0.6171,645,1577,731
15m,0.375,2.0,2.0,1.2204,1.0289,0.6746,640,1566,727
15m,0.425,1.5,1.0,1.055,1.0269,0.9032,640,1557,724
15m,0.35,2.0,2.0,1.1648,1.026,0.6327,643,1571,728
15m,0.6,1.5,1.5,1.2995,1.0251,1.0088,618,1513,703
15m,0.575,1.5,0.75,1.3883,1.0225,0.9241,624,1519,704
15m,0.325,1.5,0.75,1.1804,1.0212,0.7095,643,1573,729
15m,0.425,2.0,1.5,1.2736,1.0209,0.8672,640,1557,724
15m,0.45,2.0,1.5,1.3615,1.0197,0.9363,638,1550,723
15m,0.6,1.5,2.0,1.3026,1.0197,1.0149,618,1513,703
15m,0.4,1.5,1.0,1.0757,1.0171,0.7359,640,1563,726
15m,0.35,1.5,0.75,1.0503,1.0146,0.6104,643,1571,728
15m,0.45,1.5,0.5,1.2086,1.0134,0.7907,638,1550,723
15m,0.325,2.0,2.0,1.1559,1.0133,0.705,643,1573,729
15m,0.575,1.5,1.0,1.3927,1.0124,0.9308,624,1519,704
15m,0.5,1.5,0.75,1.3391,1.0114,0.8936,631,1535,715
15m,0.425,1.5,1.5,1.0444,1.0092,0.9164,640,1557,724
15m,0.4,2.0,2.0,1.2688,1.0091,0.7243,640,1563,726
15m,0.475,1.5,0.75,1.231,1.0076,0.8494,636,1544,719
15m,0.375,1.5,0.75,1.0362,1.0048,0.6729,640,1566,727
15m,0.5,2.0,1.5,1.4056,1.0017,0.9604,631,1535,715
15m,0.575,1.5,1.5,1.3992,1.0016,0.9393,624,1519,704
15m,0.425,1.5,2.0,1.0387,0.9994,0.9244,640,1557,724
15m,0.45,2.0,2.0,1.3485,0.9991,0.9379,638,1550,723
15m,0.4,1.5,1.5,1.0629,0.9984,0.7477,640,1563,726
15m,0.3,1.5,0.75,1.1569,0.9974,0.6856,645,1577,731
15m,0.425,2.0,2.0,1.2587,0.9973,0.8685,640,1557,724
15m,0.5,1.5,1.0,1.3358,0.997,0.9038,631,1535,715
15m,0.575,1.5,2.0,1.4037,0.9956,0.9447,624,1519,704
15m,0.475,1.5,1.0,1.2269,0.992,0.8609,636,1544,719
15m,0.325,1.5,1.0,1.1695,0.9885,0.7149,643,1573,729
15m,0.4,1.5,2.0,1.056,0.988,0.755,640,1563,726
15m,0.45,1.5,0.75,1.1826,0.985,0.8074,638,1550,723
15m,0.5,2.0,2.0,1.3943,0.9831,0.964,631,1535,715
15m,0.35,1.5,1.0,1.0361,0.9829,0.6189,643,1571,728
15m,0.5,1.5,1.5,1.3328,0.9811,0.9164,631,1535,715
15m,0.475,1.5,1.5,1.2232,0.9749,0.875,636,1544,719
15m,0.375,1.5,1.0,1.0222,0.9745,0.6816,640,1566,727
15m,0.5,1.5,2.0,1.3314,0.9723,0.9241,631,1535,715
15m,0.45,1.5,1.0,1.172,0.9679,0.8183,638,1550,723
15m,0.475,1.5,2.0,1.2215,0.9653,0.8836,636,1544,719
15m,0.3,1.5,1.0,1.1453,0.9647,0.6907,645,1577,731
15m,0.325,1.5,1.5,1.1557,0.9639,0.7222,643,1573,729
15m,0.35,1.5,1.5,1.0184,0.9594,0.6299,643,1571,728
15m,0.375,1.5,1.5,1.0049,0.9525,0.6928,640,1566,727
15m,0.325,1.5,2.0,1.1481,0.9505,0.7268,643,1573,729
15m,0.45,1.5,1.5,1.1613,0.9492,0.8317,638,1550,723
15m,0.35,1.5,2.0,1.0085,0.9465,0.6367,643,1571,728
15m,0.375,1.5,2.0,0.9954,0.9406,0.6997,640,1566,727
15m,0.3,1.5,1.5,1.1305,0.939,0.6977,645,1577,731
15m,0.45,1.5,2.0,1.1556,0.9388,0.8398,638,1550,723
15m,0.3,1.5,2.0,1.1222,0.9246,0.7022,645,1577,731
1h,0.45,5.0,1.5,0.1282,4.5037,1.2061,130,321,129
1h,0.45,5.0,1.0,0.1186,4.5034,0.8626,130,321,129
1h,0.45,5.0,2.0,0.1695,4.4672,1.3723,130,321,129
1h,0.45,5.0,0.75,0.1708,4.3354,0.6535,130,321,129
1h,0.475,5.0,1.0,0.151,4.3153,0.2826,130,321,128
1h,0.475,5.0,1.5,0.1623,4.2952,0.5634,130,321,128
1h,0.475,5.0,2.0,0.2045,4.2505,0.7148,130,321,128
1h,0.3,5.0,0.75,0.6408,4.2341,0.0866,136,324,132
1h,0.325,5.0,0.75,0.4367,4.2329,0.4311,135,324,131
1h,0.525,5.0,1.0,0.4272,4.2048,0.4181,129,317,126
1h,0.55,5.0,1.0,0.3861,4.2022,0.4368,129,315,124
1h,0.45,5.0,0.5,0.5297,4.1612,0.4854,130,321,129
1h,0.5,5.0,1.0,0.1751,4.1502,0.1213,129,320,127
1h,0.475,5.0,0.75,0.202,4.145,0.1131,130,321,128
1h,0.425,5.0,0.5,0.3382,4.1409,0.4308,131,321,129
1h,0.45,4.5,1.0,0.1822,4.1312,0.8887,130,321,129
1h,0.525,5.0,1.5,0.4771,4.124,0.6677,129,317,126
1h,0.55,5.0,1.5,0.3957,4.1161,0.6918,129,315,124
1h,0.5,5.0,1.5,0.1516,4.1141,0.375,129,320,127
1h,0.55,4.5,1.0,0.7122,4.1131,0.1828,129,315,124
1h,0.325,5.0,0.5,0.6368,4.0999,0.2189,135,324,131
1h,0.55,5.0,0.75,0.4204,4.0831,0.2404,129,315,124
1h,0.55,4.0,1.5,0.7584,4.076,0.0491,129,315,124
1h,0.525,5.0,0.75,0.426,4.0666,0.2083,129,317,126
1h,0.525,5.0,2.0,0.5364,4.0602,0.7652,129,317,126
1h,0.5,5.0,2.0,0.1753,4.0511,0.5106,129,320,127
1h,0.45,4.0,1.0,0.3023,4.0419,0.5426,130,321,129
1h,0.425,4.0,1.0,0.1159,4.0392,0.5977,131,321,129
1h,0.55,5.0,2.0,0.4243,4.0386,0.7959,129,315,124
1h,0.45,4.5,0.75,0.2294,4.0334,0.7014,130,321,129
1h,0.55,4.0,2.0,0.7891,4.0312,0.1135,129,315,124
1h,0.45,4.5,1.5,0.1892,4.0201,1.1598,130,321,129
1h,0.55,4.5,0.75,0.7261,4.0092,0.0308,129,315,124
1h,0.55,4.5,1.5,0.7203,4.0044,0.4057,129,315,124
1h,0.475,4.0,1.0,0.3914,3.9854,0.1176,130,321,128
1h,0.325,4.5,0.75,0.5374,3.9845,0.4718,135,324,131
1h,0.35,4.5,0.75,0.5718,3.9667,0.0669,135,322,130
1h,0.45,3.5,1.0,0.2249,3.9651,0.8954,130,321,129
1h,0.425,3.5,1.0,0.0219,3.9594,0.5499,131,321,129
1h,0.45,4.0,0.75,0.3157,3.9545,0.4387,130,321,129
1h,0.475,4.5,1.0,0.3737,3.9501,0.2768,130,321,128
1h,0.425,4.5,0.5,0.2823,3.9472,0.4505,131,321,129
1h,0.425,4.0,0.75,0.1372,3.9446,0.4699,131,321,129
1h,0.45,4.5,2.0,0.2267,3.9402,1.2867,130,321,129
1h,0.55,5.0,0.5,0.6052,3.938,0.0638,129,315,124
1h,0.45,4.0,1.5,0.3296,3.9334,0.7059,130,321,129
1h,0.45,4.5,0.5,0.5157,3.9325,0.5486,130,321,129
1h,0.425,4.0,1.5,0.1362,3.9316,0.7686,131,321,129
1h,0.425,3.5,1.5,0.039,3.9123,0.6886,131,321,129
1h,0.55,4.5,2.0,0.7355,3.9078,0.4977,129,315,124
1h,0.45,5.0,0.25,0.8008,3.9019,0.2233,130,321,129
1h,0.425,5.0,0.25,0.6951,3.9009,0.0909,131,321,129
1h,0.525,4.5,1.0,0.5986,3.9002,0.2992,129,317,126
1h,0.45,3.5,0.75,0.2064,3.8972,0.7285,130,321,129
1h,0.475,3.5,1.5,0.2987,3.8841,0.0732,130,321,128
1h,0.45,3.5,1.5,0.257,3.883,1.0479,130,321,129
1h,0.325,4.5,0.5,0.7292,3.8826,0.3012,135,324,131
1h,0.45,3.0,1.0,0.2274,3.8793,1.0315,130,321,129
1h,0.475,4.0,1.5,0.4388,3.8783,0.3455,130,321,128
1h,0.425,3.5,0.75,0.0147,3.8729,0.3939,131,321,129
1h,0.475,4.5,1.5,0.4146,3.8661,0.4752,130,321,128
1h,0.45,4.0,0.5,0.4516,3.8603,0.3723,130,321,129
1h,0.425,4.0,0.5,0.284,3.8521,0.3712,131,321,129
1h,0.575,5.0,1.0,1.1226,3.8427,0.4353,127,313,124
1h,0.475,4.5,0.75,0.3798,3.8409,0.1347,130,321,128
1h,0.475,3.5,2.0,0.3302,3.8347,0.1365,130,321,128
1h,0.425,3.0,1.0,0.1146,3.8318,0.8365,131,321,129
1h,0.45,4.0,2.0,0.3653,3.8308,0.7628,130,321,129
1h,0.425,4.0,2.0,0.1774,3.8307,0.825,131,321,129
1h,0.5,4.5,1.0,0.4869,3.8303,0.1922,129,320,127
1h,0.45,3.0,1.5,0.2718,3.8268,1.1571,130,321,129
1h,0.6,5.0,1.0,0.9187,3.824,0.2356,127,312,122
1h,0.45,3.5,0.5,0.2042,3.8224,0.5341,130,321,129
1h,0.55,3.5,1.5,0.8046,3.8191,0.0374,129,315,124
1h,0.425,3.5,2.0,0.0554,3.8106,0.771,131,321,129
1h,0.45,3.5,2.0,0.2829,3.8039,1.1389,130,321,129
1h,0.45,3.0,0.75,0.1884,3.7997,0.9457,130,321,129
1h,0.475,4.5,2.0,0.4682,3.7976,0.5483,130,321,128
1h,0.525,4.5,0.75,0.6089,3.7913,0.1144,129,317,126
1h,0.425,3.5,0.5,0.0206,3.785,0.2165,131,321,129
1h,0.525,4.5,1.5,0.6305,3.7841,0.5351,129,317,126
1h,0.5,4.0,1.0,0.6768,3.7839,0.0595,129,320,127
1h,0.625,5.0,1.0,1.3943,3.7825,0.2939,127,309,122
1h,0.325,5.0,0.25,1.693,3.7757,0.217,135,324,131
1h,0.475,4.0,2.0,0.4873,3.7736,0.4377,130,321,128
1h,0.525,4.0,2.0,0.7372,3.7681,0.0108,129,317,126
1h,0.55,3.5,2.0,0.8334,3.7652,0.1135,129,315,124
1h,0.45,3.0,2.0,0.2981,3.7625,1.2507,130,321,129
1h,0.575,4.5,1.0,1.5055,3.7615,0.1861,127,313,124
1h,0.6,5.0,1.5,0.9237,3.7587,0.4765,127,312,122
1h,0.425,3.0,0.75,0.0833,3.755,0.7519,131,321,129
1h,0.3,4.0,0.75,0.8817,3.7511,0.2896,136,324,132
1h,0.5,4.0,1.5,0.7115,3.7471,0.2013,129,320,127
1h,0.6,5.0,0.75,0.9381,3.7442,0.0709,127,312,122
1h,0.5,4.5,1.5,0.4986,3.7341,0.3774,129,320,127
1h,0.575,5.0,1.5,1.1221,3.7338,0.6726,127,313,124
1h,0.45,4.5,0.25,0.9875,3.7335,0.3066,130,321,129
1h,0.35,4.0,0.75,0.7446,3.7311,0.0092,135,322,130
1h,0.5,4.5,0.75,0.5168,3.7297,0.0668,129,320,127
1h,0.425,4.5,0.25,0.8701,3.7296,0.1938,131,321,129
1h,0.625,5.0,1.5,1.3882,3.7275,0.3788,127,309,122
1h,0.475,4.5,0.5,0.5193,3.7251,0.014,130,321,128
1h,0.575,5.0,0.75,1.1629,3.724,0.2682,127,313,124
1h,0.425,3.0,1.5,0.15,3.7228,0.9606,131,321,129
1h,0.45,3.0,0.5,0.1542,3.7217,0.8956,130,321,129
1h,0.575,4.5,1.5,1.5187,3.714,0.319,127,313,124
1h,0.3,4.0,0.5,1.0325,3.7082,0.2016,136,324,132
1h,0.625,5.0,0.75,1.4332,3.6937,0.1927,127,309,122
1h,0.525,4.5,2.0,0.6713,3.6831,0.6299,129,317,126
1h,0.425,3.0,0.5,0.0623,3.6822,0.7053,131,321,129
1h,0.65,5.0,1.0,1.6748,3.6707,0.6678,125,307,122
1h,0.6,5.0,2.0,0.9384,3.6689,0.5801,127,312,122
1h,0.6,4.5,1.0,1.5104,3.6683,0.172,127,312,122
1h,0.575,5.0,0.5,1.3447,3.6651,0.1276,127,313,124
1h,0.475,3.0,1.0,0.1625,3.6629,0.2969,130,321,128
1h,0.425,3.0,2.0,0.1711,3.6604,1.0533,131,321,129
1h,0.575,4.5,0.75,1.5077,3.6601,0.0532,127,313,124
1h,0.5,4.0,2.0,0.739,3.6538,0.286,129,320,127
1h,0.325,4.0,0.75,0.6219,3.65,0.5555,135,324,131
1h,0.5,4.5,2.0,0.5267,3.6396,0.443,129,320,127
1h,0.625,5.0,2.0,1.3979,3.6368,0.4497,127,309,122
1h,0.575,5.0,2.0,1.1455,3.6324,0.7723,127,313,124
1h,0.325,4.0,0.5,0.8078,3.6252,0.4524,135,324,131
1h,0.5,3.5,1.0,0.4204,3.6236,0.0588,129,320,127
1h,0.625,5.0,0.5,1.4589,3.623,0.0978,127,309,122
1h,0.575,4.5,2.0,1.5345,3.6224,0.4019,127,313,124
1h,0.325,4.5,0.25,1.9624,3.6202,0.1308,135,324,131
1h,0.475,3.0,1.5,0.2109,3.619,0.4103,130,321,128
1h,0.45,4.0,0.25,0.9379,3.6181,0.3241,130,321,129
1h,0.6,4.5,1.5,1.5424,3.6172,0.2422,127,312,122
1h,0.35,3.0,1.0,0.5747,3.61,0.1993,135,322,130
1h,0.425,4.0,0.25,0.8273,3.6069,0.2161,131,321,129
1h,0.65,5.0,1.5,1.6739,3.596,0.7523,125,307,122
1h,0.65,5.0,0.75,1.7033,3.5882,0.5706,125,307,122
1h,0.55,3.0,1.5,0.525,3.5835,0.479,129,315,124
1h,0.55,3.0,2.0,0.5568,3.5822,0.572,129,315,124
1h,0.4,4.5,0.25,0.6773,3.5811,0.1253,133,322,129
1h,0.475,3.0,0.75,0.1204,3.58,0.2222,130,321,128
1h,0.45,3.5,0.25,0.6471,3.5783,0.332,130,321,129
1h,0.35,3.0,1.5,0.5867,3.5692,0.2917,135,322,130
1h,0.5,3.5,1.5,0.4521,3.5665,0.1641,129,320,127
1h,0.6,4.5,2.0,1.5641,3.5665,0.3055,127,312,122
1h,0.55,3.0,1.0,0.4759,3.5659,0.3624,129,315,124
1h,0.6,4.5,0.75,1.4942,3.563,0.0843,127,312,122
1h,0.575,3.5,1.0,1.293,3.5595,0.2398,127,313,124
1h,0.475,3.0,2.0,0.2395,3.5588,0.4975,130,321,128
1h,0.625,4.5,1.0,1.4705,3.5482,0.2115,127,309,122
1h,0.45,3.0,0.25,0.3462,3.536,0.7402,130,321,129
1h,0.65,5.0,2.0,1.6801,3.5318,0.8245,125,307,122
1h,0.5,3.5,2.0,0.4716,3.5294,0.2465,129,320,127
1h,0.65,5.0,0.5,1.7101,3.526,0.4841,125,307,122
1h,0.45,2.5,1.0,0.1118,3.5258,1.2387,130,321,129
1h,0.35,3.0,0.75,0.5593,3.5253,0.09,135,322,130
1h,0.425,3.0,0.25,0.348,3.52,0.5694,131,321,129
1h,0.525,3.0,1.0,0.4929,3.5187,0.4435,129,317,126
1h,0.425,3.5,0.25,0.5674,3.5096,0.061,131,321,129
1h,0.575,3.5,1.5,1.3105,3.5064,0.3281,127,313,124
1h,0.55,3.0,0.75,0.4442,3.5045,0.3011,129,315,124
1h,0.575,3.5,0.75,1.284,3.4961,0.2085,127,313,124
1h,0.5,3.0,1.0,0.3709,3.4888,0.3287,129,320,127
1h,0.475,3.0,0.5,0.082,3.4872,0.1919,130,321,128
1h,0.575,3.5,2.0,1.3221,3.4868,0.4055,127,313,124
1h,0.325,3.5,0.75,0.6538,3.484,0.1995,135,324,131
1h,0.6,4.5,0.5,1.4857,3.4811,0.0032,127,312,122
1h,0.35,3.0,0.5,0.5507,3.48,0.003,135,322,130
1h,0.6,3.5,1.0,1.2152,3.4798,0.6623,127,312,122
1h,0.325,3.5,0.5,0.6966,3.4756,0.1483,135,324,131
1h,0.525,3.0,1.5,0.5206,3.4689,0.5451,129,317,126
1h,0.625,4.5,0.75,1.5065,3.4668,0.1588,127,309,122
1h,0.3,4.0,0.25,2.3251,3.4644,0.0354,136,324,132
1h,0.625,4.5,1.5,1.4623,3.4554,0.316,127,309,122
1h,0.325,3.0,0.5,0.514,3.4547,0.1034,135,324,131
1h,0.6,3.5,1.5,1.2403,3.4547,0.7549,127,312,122
1h,0.45,2.5,0.75,0.0846,3.4541,1.1611,130,321,129
1h,0.525,3.0,2.0,0.5398,3.4539,0.629,129,317,126
1h,0.4,4.0,0.25,0.6304,3.4519,0.1095,133,322,129
1h,0.525,3.0,0.75,0.4783,3.4504,0.3949,129,317,126
1h,0.6,3.5,2.0,1.2582,3.4496,0.8362,127,312,122
1h,0.35,3.0,2.0,0.5938,3.445,0.3508,135,322,130
1h,0.45,2.5,1.5,0.1519,3.4374,1.3745,130,321,129
1h,0.6,4.0,2.0,1.4638,3.4369,0.0515,127,312,122
1h,0.65,5.0,0.25,2.124,3.4348,0.0181,125,307,122
1h,0.5,3.0,1.5,0.4089,3.4332,0.4268,129,320,127
1h,0.55,3.0,0.5,0.4317,3.4301,0.2312,129,315,124
1h,0.6,3.5,0.75,1.2049,3.4257,0.6306,127,312,122
1h,0.325,3.0,0.75,0.6151,3.4246,0.1995,135,324,131
1h,0.65,4.0,1.0,1.7562,3.4225,1.1939,125,307,122
1h,0.325,4.0,0.25,2.1606,3.4193,0.3214,135,324,131
1h,0.425,2.5,1.5,0.0186,3.418,1.2977,131,321,129
1h,0.5,3.0,0.75,0.3488,3.4151,0.2895,129,320,127
1h,0.5,3.0,2.0,0.4331,3.4127,0.5103,129,320,127
1h,0.45,2.5,0.5,0.0457,3.4121,1.0666,130,321,129
1h,0.675,5.0,0.25,2.001,3.4067,0.1486,124,304,122
1h,0.3,2.5,0.75,0.5512,3.4046,0.0383,136,324,132
1h,0.625,4.0,1.0,1.5639,3.4031,0.3764,127,309,122
1h,0.45,2.5,2.0,0.1782,3.4016,1.4786,130,321,129
1h,0.575,3.5,0.5,1.3068,3.3959,0.2671,127,313,124
1h,0.65,4.5,1.0,1.7291,3.3925,0.5429,125,307,122
1h,0.65,4.0,0.75,1.782,3.391,1.1537,125,307,122
1h,0.3,2.5,0.5,0.4964,3.3908,0.0701,136,324,132
1h,0.625,4.5,2.0,1.4645,3.3907,0.4007,127,309,122
1h,0.45,2.5,0.25,0.2767,3.3869,0.7467,130,321,129
1h,0.625,4.0,1.5,1.5527,3.3849,0.4635,127,309,122
1h,0.425,2.5,2.0,0.0396,3.3782,1.3987,131,321,129
1h,0.65,4.0,1.5,1.7589,3.3774,1.2966,125,307,122
1h,0.7,5.0,0.25,1.4015,3.3722,0.0029,122,303,121
1h,0.625,4.5,0.5,1.5397,3.3685,0.1584,127,309,122
1h,0.425,2.5,0.25,0.2679,3.3677,0.6662,131,321,129
1h,0.3,2.5,1.0,0.5912,3.365,0.1067,136,324,132
1h,0.675,5.0,0.5,1.5384,3.3626,0.4943,124,304,122
1h,0.65,4.0,2.0,1.7675,3.3584,1.3842,125,307,122
1h,0.65,4.5,0.75,1.7635,3.3574,0.494,125,307,122
1h,0.35,2.5,1.0,0.6861,3.3573,0.3478,135,322,130
1h,0.65,4.5,1.5,1.7233,3.357,0.6449,125,307,122
1h,0.675,5.0,1.0,1.4918,3.3565,0.5295,124,304,122
1h,0.475,2.5,1.5,0.1027,3.3562,0.4502,130,321,128
1h,0.525,3.0,0.5,0.4724,3.3538,0.3464,129,317,126
1h,0.475,2.5,2.0,0.1328,3.3537,0.5541,130,321,128
1h,0.625,4.0,0.75,1.5985,3.352,0.348,127,309,122
1h,0.675,5.0,0.75,1.5191,3.348,0.4648,124,304,122
1h,0.475,2.5,1.0,0.0561,3.3471,0.3153,130,321,128
1h,0.6,3.0,2.0,1.2937,3.3461,0.5567,127,312,122
1h,0.6,3.5,0.5,1.2319,3.3376,0.7216,127,312,122
1h,0.625,4.0,2.0,1.5523,3.3356,0.5411,127,309,122
1h,0.65,3.5,2.0,1.7493,3.3326,1.235,125,307,122
1h,0.6,3.0,1.5,1.2714,3.3282,0.4529,127,312,122
1h,0.35,2.5,1.5,0.7144,3.3279,0.4599,135,322,130
1h,0.65,4.0,0.5,1.8106,3.3251,1.2247,125,307,122
1h,0.5,3.0,0.5,0.3432,3.3245,0.3419,129,320,127
1h,0.65,3.5,1.5,1.7395,3.3215,1.1332,125,307,122
1h,0.575,3.0,2.0,1.1415,3.3183,0.6039,127,313,124
1h,0.575,3.0,1.5,1.127,3.3172,0.5086,127,313,124
1h,0.3,2.5,1.5,0.6283,3.3097,0.2207,136,324,132
1h,0.65,4.5,0.5,1.7925,3.3074,0.5064,125,307,122
1h,0.675,5.0,1.5,1.496,3.3036,0.644,124,304,122
1h,0.575,3.0,1.0,1.1083,3.3007,0.3889,127,313,124
1h,0.475,2.5,0.75,0.0241,3.3005,0.2389,130,321,128
1h,0.65,4.5,2.0,1.7272,3.2964,0.7287,125,307,122
1h,0.65,4.5,0.25,2.2624,3.2951,0.1403,125,307,122
1h,0.675,4.0,0.25,1.9276,3.2875,0.826,124,304,122
1h,0.475,3.0,0.25,0.2635,3.2873,0.095,130,321,128
1h,0.65,3.5,1.0,1.7367,3.2864,1.0038,125,307,122
1h,0.35,2.5,0.75,0.6561,3.2844,0.277,135,322,130
1h,0.6,3.0,1.0,1.2411,3.2811,0.3194,127,312,122
1h,0.525,2.5,2.0,0.3438,3.2769,0.5111,129,317,126
1h,0.625,3.5,2.0,1.6064,3.2769,0.9329,127,309,122
1h,0.625,3.5,1.5,1.5973,3.2767,0.8391,127,309,122
1h,0.675,4.0,0.5,1.7043,3.2729,1.3111,124,304,122
1h,0.4,3.0,0.25,0.3106,3.2678,0.3256,133,322,129
1h,0.65,3.5,0.75,1.7568,3.2643,0.9329,125,307,122
1h,0.575,3.0,0.75,1.0973,3.2638,0.3255,127,313,124
1h,0.525,2.5,1.5,0.3183,3.2591,0.4122,129,317,126
1h,0.375,3.0,0.25,0.2881,3.2588,0.1218,135,322,129
1h,0.625,4.0,0.5,1.6382,3.2569,0.4117,127,309,122
1h,0.65,4.0,0.25,2.0367,3.2563,0.6752,125,307,122
1h,0.675,4.5,0.25,2.1287,3.2551,0.4225,124,304,122
1h,0.625,3.5,1.0,1.5936,3.2547,0.722,127,309,122
1h,0.325,2.5,0.5,0.2376,3.2544,0.5452,135,324,131
1h,0.35,2.5,0.5,0.6251,3.2517,0.2683,135,322,130
1h,0.6,3.0,0.75,1.2212,3.2476,0.2445,127,312,122
1h,0.55,2.5,2.0,0.4323,3.2459,0.5901,129,315,124
1h,0.625,3.0,2.0,1.3933,3.242,0.7619,127,309,122
1h,0.65,3.5,0.5,1.7575,3.2402,0.8498,125,307,122
1h,0.325,2.5,0.75,0.2887,3.2392,0.525,135,324,131
1h,0.5,2.5,2.0,0.2421,3.2392,0.4929,129,320,127
1h,0.525,2.5,1.0,0.2834,3.239,0.2856,129,317,126
1h,0.7,4.5,0.25,1.2936,3.2378,0.362,122,303,121
1h,0.7,5.0,0.5,1.0821,3.2367,0.3034,122,303,121
1h,0.325,2.5,1.0,0.328,3.2339,0.5829,135,324,131
1h,0.55,2.5,1.5,0.4038,3.2335,0.4912,129,315,124
1h,0.625,3.0,1.5,1.3844,3.2321,0.6627,127,309,122
1h,0.5,2.5,1.5,0.2164,3.2317,0.385,129,320,127
1h,0.4,2.5,0.25,0.7332,3.2305,0.5504,133,322,129
1h,0.675,5.0,2.0,1.5064,3.2298,0.734,124,304,122
1h,0.675,4.0,0.75,1.6765,3.2281,1.3902,124,304,122
1h,0.625,3.0,1.0,1.3829,3.226,0.5365,127,309,122
1h,0.55,2.5,1.0,0.3642,3.2244,0.3648,129,315,124
1h,0.625,3.5,0.75,1.6119,3.2238,0.6607,127,309,122
1h,0.35,3.0,0.25,1.8834,3.2196,0.0041,135,322,130
1h,0.65,3.5,0.25,2.0112,3.2193,0.5397,125,307,122
1h,0.35,2.5,2.0,0.7276,3.2191,0.5476,135,322,130
1h,0.575,3.0,0.5,1.1122,3.2191,0.2549,127,313,124
1h,0.675,4.0,1.0,1.648,3.213,1.4616,124,304,122
1h,0.525,2.5,0.75,0.2597,3.2117,0.2157,129,317,126
1h,0.325,3.0,0.25,1.7518,3.2062,0.1604,135,324,131
1h,0.6,3.0,0.5,1.2122,3.2055,0.1533,127,312,122
1h,0.625,3.0,0.75,1.4033,3.2035,0.4674,127,309,122
1h,0.7,5.0,0.75,1.0546,3.2033,0.2287,122,303,121
1h,0.3,2.5,0.25,1.5879,3.2022,0.13,136,324,132
1h,0.7,5.0,1.0,1.0131,3.2007,0.275,122,303,121
1h,0.5,2.5,1.0,0.1796,3.2002,0.2439,129,320,127
1h,0.675,3.5,0.25,1.9437,3.1997,0.5306,124,304,122
1h,0.375,2.5,0.25,0.768,3.1995,0.2279,135,322,129
1h,0.55,2.5,0.75,0.3377,3.1984,0.2951,129,315,124
1h,0.675,4.5,0.5,1.8916,3.191,0.6831,124,304,122
1h,0.625,3.5,0.5,1.6169,3.1907,0.5906,127,309,122
1h,0.65,3.0,0.25,1.7854,3.1906,0.5407,125,307,122
1h,0.675,4.0,1.5,1.6425,3.1887,1.5874,124,304,122
1h,0.7,4.0,0.25,1.0571,3.188,0.5634,122,303,121
1h,0.625,3.0,0.25,1.6531,3.1866,0.0571,127,309,122
1h,0.525,2.5,0.5,0.2343,3.1861,0.1322,129,317,126
1h,0.45,2.0,1.0,0.0752,3.185,0.8441,130,321,129
1h,0.675,4.5,0.75,1.8638,3.1848,0.5954,124,304,122
1h,0.675,4.5,1.0,1.8352,3.1848,0.6381,124,304,122
1h,0.5,3.0,0.25,0.5648,3.1807,0.1086,129,320,127
1h,0.65,3.0,2.0,1.5456,3.1765,1.2611,125,307,122
1h,0.45,2.0,1.5,0.1227,3.1738,1.0176,130,321,129
1h,0.65,3.0,1.0,1.5303,3.1731,1.0143,125,307,122
1h,0.625,3.5,0.25,1.8609,3.1723,0.2194,127,309,122
1h,0.625,3.0,0.5,1.4045,3.1721,0.385,127,309,122
1h,0.7,3.5,0.25,1.007,3.1717,0.382,122,303,121
1h,0.675,3.5,0.5,1.7062,3.1714,0.8476,124,304,122
1h,0.3,2.5,2.0,0.6484,3.1711,0.3104,136,324,132
1h,0.65,3.0,1.5,1.5349,3.1701,1.1536,125,307,122
1h,0.45,2.0,2.0,0.1554,3.1693,1.142,130,321,129
1h,0.325,3.5,0.25,2.0692,3.1691,0.1997,135,324,131
1h,0.65,3.0,0.75,1.5486,3.1671,0.936,125,307,122
1h,0.625,4.0,0.25,1.9104,3.1666,0.1006,127,309,122
1h,0.5,2.5,0.75,0.1526,3.166,0.1624,129,320,127
1h,0.45,2.0,0.75,0.0397,3.1649,0.7282,130,321,129
1h,0.55,2.5,0.5,0.3207,3.1649,0.2112,129,315,124
1h,0.6,3.5,0.25,1.5414,3.1637,0.1945,127,312,122
