tf,depth_frac,r_target,expiry_days,avg_pnl_holdout,avg_pnl_train,avg_pnl_validation,n_holdout,n_train,n_validation
30m,0.5,2.5,2.0,2.6484,1.4257,2.73,283,679,358
30m,0.425,2.5,0.75,2.7918,1.4242,2.7523,287,686,361
30m,0.4,2.5,0.75,2.8007,1.4234,2.7917,287,689,362
30m,0.45,2.5,1.5,2.8358,1.4212,2.8097,286,685,358
30m,0.525,3.5,1.5,2.5523,1.4211,2.7137,282,676,356
30m,0.4,2.0,0.75,2.5952,1.4207,2.3042,287,689,362
30m,0.45,4.0,1.5,3.2801,1.4183,2.4799,286,685,358
30m,0.4,1.5,0.25,2.0881,1.4181,2.4127,287,689,362
30m,0.45,3.0,1.5,2.713,1.4174,2.7161,286,685,358
30m,0.375,2.5,1.5,2.5587,1.4169,2.7082,287,691,363
30m,0.45,3.5,0.5,3.363,1.4165,2.673,286,685,358
30m,0.475,2.5,1.0,2.6993,1.4141,2.7643,285,683,358
30m,0.5,4.0,1.5,3.1414,1.4135,2.4491,283,679,358
30m,0.3,4.5,2.0,3.3474,1.4131,2.6127,288,704,366
30m,0.45,2.0,2.0,2.5713,1.4123,2.6825,286,685,358
30m,0.525,2.0,1.5,2.2567,1.4121,2.704,282,676,356
30m,0.325,2.5,1.0,2.3522,1.4102,2.1058,288,701,364
30m,0.3,3.5,0.5,3.4515,1.4101,2.5316,288,704,366
30m,0.5,1.5,0.5,2.011,1.4101,2.6609,283,679,358
30m,0.35,2.5,1.5,2.6133,1.4083,2.5066,288,698,363
30m,0.4,2.5,1.0,2.6616,1.4073,2.7852,287,689,362
30m,0.425,2.5,1.0,2.6757,1.4073,2.7507,287,686,361
30m,0.425,4.0,1.5,3.3279,1.4044,2.361,287,686,361
30m,0.425,4.5,2.0,3.5424,1.4043,2.3749,287,686,361
30m,0.475,2.0,1.0,2.4616,1.403,2.7259,285,683,358
30m,0.5,2.0,1.0,2.4164,1.4015,2.7088,283,679,358
30m,0.3,2.5,0.5,2.9271,1.4011,2.3007,288,704,366
30m,0.425,2.0,1.0,2.3616,1.4005,2.6565,287,686,361
30m,0.525,4.0,2.0,2.9676,1.3993,2.387,282,676,356
30m,0.4,2.0,1.0,2.4785,1.3983,2.3107,287,689,362
30m,0.375,2.5,2.0,2.5491,1.3971,2.7078,287,691,363
30m,0.575,1.5,0.5,1.883,1.3969,2.4465,277,672,352
30m,0.4,2.5,1.5,2.7651,1.3963,2.7799,287,689,362
30m,0.375,2.0,0.5,2.6064,1.3958,2.3698,287,691,363
30m,0.45,2.5,2.0,2.8433,1.3957,2.814,286,685,358
30m,0.475,4.0,1.0,3.3028,1.3952,2.5026,285,683,358
30m,0.525,2.0,2.0,2.2719,1.395,2.7122,282,676,356
30m,0.375,3.5,0.75,3.1132,1.3941,2.4258,287,691,363
30m,0.425,2.5,1.5,2.7511,1.3939,2.7516,287,686,361
30m,0.45,3.0,2.0,2.6939,1.3894,2.7065,286,685,358
30m,0.475,2.5,1.5,2.7374,1.389,2.7779,285,683,358
30m,0.325,4.0,1.0,3.2641,1.3875,2.3015,288,701,364
30m,0.475,3.5,0.75,2.9651,1.3874,2.5959,285,683,358
30m,0.35,3.0,0.5,3.0285,1.3865,2.3472,288,698,363
30m,0.35,2.5,2.0,2.6035,1.3859,2.5027,288,698,363
30m,0.325,2.5,1.5,2.4706,1.3851,2.0797,288,701,364
30m,0.5,1.5,0.75,2.0229,1.3846,2.6895,283,679,358
30m,0.55,1.5,0.5,1.8442,1.3835,2.3534,278,673,354
30m,0.45,4.5,2.0,3.6978,1.3831,2.5708,286,685,358
30m,0.475,1.5,0.5,1.9753,1.3826,2.6386,285,683,358
30m,0.35,2.0,0.5,2.5981,1.3817,2.3523,288,698,363
30m,0.475,4.5,2.0,3.6851,1.3816,2.5199,285,683,358
30m,0.5,4.5,2.0,3.4749,1.3816,2.47,283,679,358
30m,0.525,3.5,2.0,2.5337,1.3814,2.7023,282,676,356
30m,0.35,3.5,0.75,3.099,1.3812,2.4752,288,698,363
30m,0.35,4.0,2.0,3.3952,1.3783,2.3935,288,698,363
30m,0.4,2.5,2.0,2.7714,1.3783,2.7771,287,689,362
30m,0.4,3.5,0.75,3.1301,1.3783,2.3505,287,689,362
30m,0.325,4.0,1.5,3.3607,1.3775,2.2485,288,701,364
30m,0.5,3.5,0.75,2.9117,1.377,2.7528,283,679,358
30m,0.575,1.5,0.75,1.9087,1.3766,2.4891,277,672,352
30m,0.45,1.5,0.5,1.9716,1.3765,2.5578,286,685,358
30m,0.525,1.5,0.5,1.858,1.3758,2.6603,282,676,356
30m,0.375,4.5,2.0,3.6512,1.3743,2.4678,287,691,363
30m,0.4,2.0,1.5,2.6038,1.3734,2.3199,287,689,362
30m,0.55,4.0,2.0,2.9229,1.3733,2.3944,278,673,354
30m,0.5,1.5,1.0,2.0397,1.3726,2.7081,283,679,358
30m,0.375,4.0,2.0,3.3944,1.3722,2.4106,287,691,363
30m,0.375,2.0,0.75,2.5873,1.372,2.3802,287,691,363
30m,0.4,4.0,2.0,3.3035,1.3714,2.2729,287,689,362
30m,0.425,2.0,1.5,2.4563,1.3707,2.6698,287,686,361
30m,0.5,2.0,1.5,2.4257,1.3701,2.7264,283,679,358
30m,0.425,2.5,2.0,2.7555,1.369,2.7527,287,686,361
30m,0.475,2.0,1.5,2.5119,1.3677,2.7448,285,683,358
30m,0.3,2.5,0.75,2.7749,1.3672,2.3203,288,704,366
30m,0.575,1.5,1.0,1.9331,1.367,2.5157,277,672,352
30m,0.55,1.5,0.75,1.8715,1.3655,2.3901,278,673,354
30m,0.475,2.5,2.0,2.7494,1.3639,2.7862,285,683,358
30m,0.4,2.0,2.0,2.6216,1.3613,2.3253,287,689,362
30m,0.5,1.5,1.5,2.0705,1.3607,2.7309,283,679,358
30m,0.475,3.5,1.0,2.8295,1.3591,2.4529,285,683,358
30m,0.325,3.5,0.75,3.0953,1.3584,2.4207,288,701,364
30m,0.325,2.5,2.0,2.4532,1.3582,2.0661,288,701,364
30m,0.375,3.0,0.5,2.9804,1.3582,2.3058,287,691,363
30m,0.575,1.5,1.5,1.974,1.3575,2.5477,277,672,352
30m,0.425,1.5,0.5,2.0499,1.3573,2.4707,287,686,361
30m,0.55,1.5,1.0,1.897,1.3572,2.4133,278,673,354
30m,0.475,4.0,1.5,3.2833,1.3569,2.4545,285,683,358
30m,0.35,2.0,0.75,2.5711,1.3566,2.3637,288,698,363
30m,0.425,2.0,2.0,2.4714,1.3551,2.6777,287,686,361
30m,0.5,1.5,2.0,2.0915,1.3546,2.7444,283,679,358
30m,0.5,2.0,2.0,2.4345,1.3539,2.7366,283,679,358
30m,0.525,1.5,0.75,1.8759,1.3528,2.6899,282,676,356
30m,0.575,1.5,2.0,2.0027,1.3527,2.5663,277,672,352
30m,0.475,1.5,0.75,1.9856,1.3524,2.6644,285,683,358
30m,0.5,3.5,1.0,2.8179,1.3521,2.6216,283,679,358
30m,0.425,3.5,0.75,3.2372,1.351,2.395,287,686,361
30m,0.475,2.0,2.0,2.5303,1.3494,2.7558,285,683,358
30m,0.55,1.5,1.5,1.939,1.3493,2.441,278,673,354
30m,0.375,2.0,1.0,2.4518,1.349,2.389,287,691,363
30m,0.425,3.0,0.5,2.9575,1.3466,2.3955,287,686,361
30m,0.4,3.5,1.0,2.9225,1.3465,2.1925,287,689,362
30m,0.55,1.5,2.0,1.9679,1.3455,2.4571,278,673,354
30m,0.4,3.0,0.5,2.9306,1.3447,2.3321,287,689,362
30m,0.5,4.0,2.0,3.1303,1.3429,2.4264,283,679,358
30m,0.45,3.5,0.75,3.2633,1.3425,2.6559,286,685,358
30m,0.4,1.5,0.5,2.0512,1.3421,2.4353,287,689,362
30m,0.525,1.5,1.0,1.8964,1.3418,2.7088,282,676,356
30m,0.45,4.0,2.0,3.2609,1.3413,2.4541,286,685,358
30m,0.375,3.5,1.0,2.8842,1.3408,2.2691,287,691,363
30m,0.35,3.0,0.75,2.8991,1.3406,2.3343,288,698,363
30m,0.45,1.5,0.75,1.9798,1.3406,2.5857,286,685,358
30m,0.475,1.5,1.0,1.9625,1.3377,2.6814,285,683,358
30m,0.325,1.5,0.5,2.0865,1.3367,2.3292,288,701,364
30m,0.3,2.5,1.0,2.5445,1.3358,2.1868,288,704,366
30m,0.3,4.0,0.75,3.6401,1.3326,2.5226,288,704,366
30m,0.35,2.0,1.0,2.4067,1.3316,2.3729,288,698,363
30m,0.525,1.5,1.5,1.9323,1.331,2.7317,282,676,356
30m,0.35,1.5,0.5,2.065,1.33,2.4493,288,698,363
30m,0.375,1.5,0.5,2.0082,1.3285,2.5594,287,691,363
30m,0.475,3.5,1.5,2.7975,1.3271,2.418,285,683,358
30m,0.525,1.5,2.0,1.9571,1.3254,2.745,282,676,356
30m,0.35,3.5,1.0,2.8445,1.3238,2.3132,288,698,363
30m,0.375,2.0,1.5,2.5942,1.3237,2.4009,287,691,363
30m,0.45,1.5,1.0,1.9308,1.323,2.6037,286,685,358
30m,0.475,1.5,1.5,2.0332,1.3228,2.7022,285,683,358
30m,0.375,3.0,0.75,2.8363,1.3227,2.2912,287,691,363
30m,0.5,3.5,1.5,2.7477,1.3218,2.5976,283,679,358
30m,0.325,4.0,2.0,3.333,1.3196,2.1952,288,701,364
30m,0.425,1.5,0.75,2.0468,1.3196,2.4998,287,686,361
30m,0.35,3.0,1.0,2.6556,1.3195,2.1798,288,698,363
30m,0.425,3.5,1.0,3.0758,1.3169,2.2462,287,686,361
30m,0.4,1.5,0.75,2.0458,1.3152,2.4534,287,689,362
30m,0.475,1.5,2.0,2.0629,1.3149,2.7145,285,683,358
30m,0.325,1.5,0.75,2.0486,1.3146,2.3437,288,701,364
30m,0.425,3.0,0.75,2.8201,1.3135,2.3889,287,686,361
30m,0.375,2.0,2.0,2.6119,1.3115,2.4079,287,691,363
30m,0.45,3.5,1.0,3.1189,1.3096,2.5062,286,685,358
30m,0.4,3.5,1.5,2.9687,1.3092,2.1478,287,689,362
30m,0.3,3.5,0.75,3.259,1.3088,2.5563,288,704,366
30m,0.375,3.0,1.0,2.6091,1.3078,2.1454,287,691,363
30m,0.3,2.5,1.5,2.6087,1.3076,2.1754,288,704,366
30m,0.325,3.5,1.0,2.8205,1.3074,2.2594,288,701,364
30m,0.3,1.5,0.5,2.1411,1.3072,2.3289,288,704,366
30m,0.4,3.0,0.75,2.8021,1.3054,2.3181,287,689,362
30m,0.375,1.5,0.75,1.9988,1.3051,2.5774,287,691,363
30m,0.45,1.5,1.5,2.0266,1.3049,2.6254,286,685,358
30m,0.35,2.0,1.5,2.5693,1.3041,2.3849,288,698,363
30m,0.35,1.5,0.75,2.0488,1.303,2.4678,288,698,363
30m,0.425,1.5,1.0,1.9682,1.3011,2.5189,287,686,361
30m,0.3,2.5,2.0,2.5864,1.2991,2.1697,288,704,366
30m,0.375,3.5,1.5,2.9435,1.2977,2.2299,287,691,363
30m,0.45,1.5,2.0,2.0561,1.2951,2.6379,286,685,358
30m,0.425,4.0,2.0,3.3136,1.2939,2.3363,287,686,361
30m,0.325,2.0,0.5,2.6194,1.2937,2.3349,288,701,364
30m,0.325,1.5,1.0,1.8797,1.2909,2.3538,288,701,364
30m,0.35,2.0,2.0,2.5844,1.2906,2.3918,288,698,363
30m,0.35,3.0,1.5,2.7435,1.2905,2.144,288,698,363
30m,0.4,1.5,1.0,1.9406,1.2893,2.4655,287,689,362
30m,0.4,3.0,1.0,2.598,1.289,2.1749,287,689,362
30m,0.4,3.5,2.0,2.9517,1.2888,2.1243,287,689,362
30m,0.375,3.0,1.5,2.6703,1.2861,2.1162,287,691,363
30m,0.325,3.0,0.5,2.9289,1.2859,2.237,288,701,364
30m,0.425,3.0,1.0,2.64,1.2833,2.2523,287,686,361
30m,0.475,4.0,2.0,3.2717,1.2826,2.4297,285,683,358
30m,0.3,1.5,0.75,2.1154,1.282,2.336,288,704,366
30m,0.425,1.5,1.5,2.0845,1.2819,2.5421,287,686,361
30m,0.375,1.5,1.0,1.8734,1.2814,2.5894,287,691,363
30m,0.425,3.5,1.5,3.1162,1.2781,2.21,287,686,361
30m,0.35,1.5,1.0,1.8947,1.2775,2.4802,288,698,363
30m,0.375,3.5,2.0,2.9234,1.2749,2.21,287,691,363
30m,0.35,3.5,1.5,2.9283,1.2743,2.2684,288,698,363
30m,0.35,3.0,2.0,2.7231,1.2742,2.1255,288,698,363
30m,0.375,3.0,2.0,2.65,1.274,2.1011,287,691,363
30m,0.45,3.5,1.5,3.1322,1.2718,2.4669,286,685,358
30m,0.425,1.5,2.0,2.1117,1.2715,2.5556,287,686,361
30m,0.325,3.5,1.5,2.9138,1.267,2.2074,288,701,364
30m,0.3,4.0,1.0,3.4079,1.2659,2.3933,288,704,366
30m,0.4,3.0,1.5,2.6472,1.2657,2.1465,287,689,362
30m,0.325,1.5,1.5,2.0706,1.2636,2.3661,288,701,364
30m,0.4,1.5,1.5,2.0804,1.2598,2.4802,287,689,362
30m,0.3,3.5,1.0,3.0238,1.2574,2.4301,288,704,366
30m,0.325,2.0,0.75,2.5651,1.2569,2.328,288,701,364
30m,0.3,1.5,1.0,1.9713,1.2568,2.3421,288,704,366
30m,0.475,3.5,2.0,2.7782,1.2564,2.4002,285,683,358
30m,0.425,3.0,1.5,2.6637,1.2548,2.2296,287,686,361
30m,0.375,1.5,1.5,2.0283,1.2547,2.6039,287,691,363
30m,0.5,3.5,2.0,2.7291,1.2529,2.5862,283,679,358
30m,0.4,3.0,2.0,2.6302,1.2527,2.1321,287,689,362
30m,0.325,1.5,2.0,2.0874,1.2495,2.3729,288,701,364
30m,0.35,1.5,1.5,2.0695,1.2488,2.4952,288,698,363
30m,0.35,3.5,2.0,2.9082,1.2478,2.245,288,698,363
30m,0.3,2.0,0.5,2.7208,1.245,2.3521,288,704,366
30m,0.4,1.5,2.0,2.1062,1.2447,2.4885,287,689,362
30m,0.3,4.0,1.5,3.4764,1.2442,2.3486,288,704,366
30m,0.375,1.5,2.0,2.0534,1.2413,2.6121,287,691,363
30m,0.325,3.5,2.0,2.8843,1.2401,2.1783,288,701,364
30m,0.3,3.5,1.5,3.0842,1.2356,2.405,288,704,366
30m,0.35,1.5,2.0,2.0918,1.2343,2.5035,288,698,363
30m,0.3,1.5,1.5,2.1129,1.2279,2.3499,288,704,366
30m,0.325,2.0,1.0,2.3778,1.2255,2.3295,288,701,364
30m,0.3,2.0,0.75,2.6341,1.2229,2.3571,288,704,366
30m,0.425,3.0,2.0,2.647,1.2213,2.2188,287,686,361
30m,0.325,3.0,0.75,2.7692,1.2209,2.2182,288,701,364
30m,0.3,3.0,0.5,3.0899,1.2133,2.2504,288,704,366
30m,0.3,1.5,2.0,2.1273,1.2129,2.3539,288,704,366
30m,0.3,2.0,1.0,2.4604,1.2035,2.3601,288,704,366
30m,0.425,3.5,2.0,3.1094,1.2009,2.1917,287,686,361
30m,0.45,3.5,2.0,3.1255,1.1965,2.4468,286,685,358
30m,0.325,3.0,1.0,2.5076,1.1921,2.0581,288,701,364
30m,0.325,2.0,1.5,2.5465,1.1907,2.3339,288,701,364
30m,0.3,2.0,1.5,2.5712,1.189,2.3642,288,704,366
30m,0.3,4.0,2.0,3.4661,1.1815,2.2995,288,704,366
30m,0.3,3.5,2.0,3.0614,1.1784,2.3865,288,704,366
30m,0.325,2.0,2.0,2.5504,1.173,2.3366,288,701,364
30m,0.3,2.0,2.0,2.5686,1.1677,2.3663,288,704,366
30m,0.325,3.0,1.5,2.6073,1.1546,2.0181,288,701,364
30m,0.3,3.0,0.75,2.8876,1.1528,2.255,288,704,366
30m,0.325,3.0,2.0,2.5788,1.1334,1.997,288,701,364
30m,0.3,3.0,1.0,2.6493,1.1038,2.1062,288,704,366
30m,0.3,3.0,1.5,2.7038,1.0628,2.0789,288,704,366
30m,0.3,3.0,2.0,2.6772,1.0404,2.0648,288,704,366
