depth_frac,r_target,expiry_days,avg_pnl_holdout,avg_pnl_train,avg_pnl_validation,n_holdout,n_train,n_validation
0.375,1.5,3.0,1.9125,1.108,1.5223,187,464,231
0.375,1.5,1.0,1.3854,1.1076,1.5048,187,464,231
0.55,2.5,4.0,2.343,1.1065,2.5591,178,453,222
0.375,1.5,2.0,1.7092,1.1058,1.516,187,464,231
0.55,2.5,5.0,2.4655,1.1031,2.5665,178,453,222
0.55,2.5,6.0,2.546,1.1006,2.5722,178,453,222
0.325,4.0,2.0,2.5512,1.0996,3.4569,189,465,235
0.55,2.5,7.0,2.6418,1.0987,2.5769,178,453,222
0.325,4.0,5.0,3.2351,1.0918,3.5649,189,465,235
0.35,2.5,2.0,1.4674,1.0885,2.6798,189,464,233
0.325,5.0,5.0,2.8416,1.0884,3.1995,189,465,235
0.35,2.5,3.0,1.6408,1.0869,2.6779,189,464,233
0.325,4.0,6.0,2.7822,1.0824,3.5706,189,465,235
0.35,4.0,1.0,2.1424,1.0806,3.5968,189,464,233
0.3,3.5,4.0,2.5532,1.0781,3.5632,190,469,236
0.325,4.0,7.0,2.9014,1.0772,3.5754,189,465,235
0.35,2.5,4.0,1.7747,1.077,2.6779,189,464,233
0.35,5.0,4.0,2.8268,1.0749,3.2519,189,464,233
0.35,2.5,5.0,1.8842,1.0714,2.6781,189,464,233
0.35,2.5,6.0,1.4535,1.068,2.6783,189,464,233
0.35,2.5,7.0,1.5393,1.0658,2.6783,189,464,233
0.3,4.5,5.0,2.8731,1.0655,3.0122,190,469,236
0.35,2.5,1.0,1.2521,1.0618,2.705,189,464,233
0.3,3.5,3.0,2.407,1.0603,3.5384,190,469,236
0.325,5.0,6.0,2.3619,1.0596,3.1843,189,465,235
0.3,5.0,5.0,2.9607,1.0562,3.3128,190,469,236
0.3,2.0,1.0,1.6181,1.0495,1.9236,190,469,236
0.3,2.0,2.0,1.8922,1.0485,1.8757,190,469,236
0.3,4.5,6.0,2.3338,1.0444,2.9995,190,469,236
0.325,5.0,7.0,2.4606,1.0413,3.1737,189,465,235
0.35,4.5,5.0,2.8352,1.0392,3.0244,189,464,233
0.3,2.0,3.0,2.0883,1.036,1.8635,190,469,236
0.3,5.0,6.0,2.4192,1.0332,3.298,190,469,236
0.3,4.5,7.0,2.4325,1.0316,2.9911,190,469,236
0.3,3.5,1.0,1.9444,1.0277,3.6207,190,469,236
0.3,3.5,2.0,2.2159,1.0275,3.5095,190,469,236
0.325,2.5,2.0,1.3459,1.0265,2.9873,189,465,235
0.3,2.0,4.0,2.2349,1.0264,1.8576,190,469,236
0.3,3.5,5.0,2.6691,1.0261,3.5827,190,469,236
0.3,4.0,1.0,2.3117,1.0254,3.4573,190,469,236
0.325,2.5,3.0,1.5096,1.0224,3.0082,189,465,235
0.3,2.0,5.0,2.3527,1.0209,1.8539,190,469,236
0.3,5.0,7.0,2.5155,1.0194,3.2872,190,469,236
0.3,2.0,6.0,1.8059,1.0172,1.8511,190,469,236
0.325,2.5,1.0,1.156,1.0172,2.961,189,465,235
0.3,3.5,6.0,2.1228,1.0169,3.5984,190,469,236
0.3,4.0,3.0,2.4306,1.0152,3.3797,190,469,236
0.3,2.0,7.0,1.8962,1.0146,1.849,190,469,236
0.35,4.5,6.0,2.4291,1.0144,3.0067,189,464,233
0.3,3.5,7.0,2.2148,1.0117,3.6113,190,469,236
0.325,2.5,4.0,1.6384,1.0079,3.0219,189,465,235
0.325,2.5,5.0,1.7449,0.9994,3.0316,189,465,235
0.35,4.5,7.0,2.5363,0.9988,2.9941,189,464,233
0.325,2.5,6.0,1.2496,0.994,3.0388,189,465,235
0.35,4.0,4.0,2.7719,0.9938,3.3985,189,464,233
0.325,2.5,7.0,1.3342,0.9903,3.0443,189,465,235
0.3,4.0,4.0,2.6036,0.9895,3.3909,190,469,236
0.3,4.0,2.0,2.2515,0.9891,3.3148,190,469,236
0.35,4.0,3.0,2.5978,0.9853,3.3851,189,464,233
0.35,2.0,1.0,1.3275,0.9847,2.1621,189,464,233
0.35,5.0,5.0,2.9653,0.9814,3.2395,189,464,233
0.325,1.5,1.0,0.997,0.9791,1.4879,189,465,235
0.35,4.0,2.0,2.3275,0.9734,3.379,189,464,233
0.325,1.5,2.0,1.3067,0.9708,1.5138,189,465,235
0.325,1.5,3.0,1.5029,0.9698,1.5261,189,465,235
0.325,1.5,4.0,1.6481,0.9695,1.5336,189,465,235
0.325,1.5,5.0,1.7646,0.9692,1.5387,189,465,235
0.325,1.5,6.0,1.2762,0.9689,1.5424,189,465,235
0.325,1.5,7.0,1.3657,0.9686,1.5453,189,465,235
0.35,2.0,2.0,1.6618,0.9656,2.1596,189,464,233
0.35,2.0,3.0,1.8665,0.9618,2.1622,189,464,233
0.3,3.0,4.0,2.5839,0.9614,3.5959,190,469,236
0.35,2.0,4.0,2.0167,0.9605,2.1644,189,464,233
0.35,2.0,5.0,2.1366,0.9599,2.1659,189,464,233
0.35,2.0,6.0,1.7135,0.9596,2.1671,189,464,233
0.35,2.0,7.0,1.805,0.9594,2.168,189,464,233
0.35,1.5,1.0,1.152,0.9579,1.4264,189,464,233
0.3,3.0,3.0,2.429,0.9504,3.5786,190,469,236
0.35,1.5,2.0,1.477,0.9491,1.4398,189,464,233
0.35,1.5,3.0,1.6802,0.9478,1.4479,189,464,233
0.35,1.5,4.0,1.8296,0.9474,1.4531,189,464,233
0.35,1.5,5.0,1.9491,0.9471,1.4567,189,464,233
0.35,5.0,6.0,2.5584,0.9469,3.2325,189,464,233
0.35,1.5,6.0,1.5257,0.9467,1.4594,189,464,233
0.35,1.5,7.0,1.617,0.9463,1.4614,189,464,233
0.35,4.0,5.0,2.9079,0.9368,3.411,189,464,233
0.3,3.0,2.0,2.156,0.9277,3.5527,190,469,236
0.35,5.0,7.0,2.6648,0.9242,3.2284,189,464,233
0.35,4.0,6.0,2.4993,0.9229,3.4218,189,464,233
0.3,4.0,5.0,2.737,0.9153,3.3926,190,469,236
0.35,4.0,7.0,2.604,0.9141,3.431,189,464,233
0.3,1.5,1.0,1.4543,0.9121,1.6715,190,469,236
0.3,3.0,5.0,2.7058,0.9086,3.6083,190,469,236
0.3,1.5,2.0,1.7794,0.9008,1.7046,190,469,236
0.3,3.0,6.0,2.1633,0.9001,3.6176,190,469,236
0.3,3.0,1.0,1.7785,0.8983,3.5209,190,469,236
0.3,1.5,3.0,1.9818,0.8982,1.7197,190,469,236
0.3,1.5,4.0,2.1304,0.897,1.7286,190,469,236
0.3,1.5,5.0,2.2491,0.8961,1.7345,190,469,236
0.3,3.0,7.0,2.2579,0.8959,3.625,190,469,236
0.3,1.5,6.0,1.7029,0.8953,1.7387,190,469,236
0.3,4.0,6.0,2.2048,0.8948,3.3941,190,469,236
0.3,1.5,7.0,1.7934,0.8945,1.7419,190,469,236
0.3,4.0,7.0,2.3087,0.8822,3.3957,190,469,236
0.3,2.5,1.0,1.7618,0.7765,2.7966,190,469,236
0.3,2.5,2.0,2.07,0.7733,2.8215,190,469,236
0.3,2.5,3.0,2.274,0.7727,2.8396,190,469,236
0.3,2.5,4.0,2.392,0.7506,2.8513,190,469,236
0.3,2.5,5.0,2.4916,0.737,2.8594,190,469,236
0.3,2.5,6.0,1.9325,0.7278,2.8652,190,469,236
0.3,2.5,7.0,2.0138,0.7213,2.8697,190,469,236
