r_target,expiry_days,n,win_rate,avg_pnl,total_pnl,kind,tf,split,depth_frac,n_zones
10.0,1.0,669,0.383,0.7416,496.15,MB,30m,train,0.325,967
10.0,2.0,669,0.278,-2.3536,-1574.56,MB,30m,train,0.325,967
10.0,5.0,669,0.199,-6.7613,-4523.28,MB,30m,train,0.325,967
2.0,0.083,661,0.794,3.1793,2101.52,MB,30m,train,0.35,967
2.0,0.125,661,0.749,3.7965,2509.47,MB,30m,train,0.35,967
2.0,0.167,661,0.713,4.0402,2670.56,MB,30m,train,0.35,967
2.0,0.25,661,0.66,3.5193,2326.23,MB,30m,train,0.35,967
2.0,0.5,661,0.59,3.0237,1998.68,MB,30m,train,0.35,967
2.0,1.0,661,0.52,0.5965,394.3,MB,30m,train,0.35,967
2.0,2.0,661,0.47,-1.9095,-1262.18,MB,30m,train,0.35,967
2.0,5.0,661,0.372,-6.9223,-4575.64,MB,30m,train,0.35,967
3.0,0.083,661,0.793,3.1844,2104.87,MB,30m,train,0.35,967
3.0,0.125,661,0.738,3.7444,2475.07,MB,30m,train,0.35,967
3.0,0.167,661,0.694,4.0147,2653.72,MB,30m,train,0.35,967
3.0,0.25,661,0.629,3.4612,2287.87,MB,30m,train,0.35,967
3.0,0.5,661,0.531,3.1837,2104.42,MB,30m,train,0.35,967
3.0,1.0,661,0.433,0.3921,259.17,MB,30m,train,0.35,967
3.0,2.0,661,0.362,-2.4047,-1589.49,MB,30m,train,0.35,967
3.0,5.0,661,0.312,-7.6602,-5063.4,MB,30m,train,0.35,967
4.0,0.083,661,0.793,3.1839,2104.56,MB,30m,train,0.35,967
4.0,0.125,661,0.738,3.7605,2485.68,MB,30m,train,0.35,967
4.0,0.167,661,0.691,4.0571,2681.77,MB,30m,train,0.35,967
4.0,0.25,661,0.62,3.5042,2316.31,MB,30m,train,0.35,967
4.0,0.5,661,0.513,3.1963,2112.76,MB,30m,train,0.35,967
4.0,1.0,661,0.402,0.5275,348.68,MB,30m,train,0.35,967
4.0,2.0,661,0.322,-2.5074,-1657.38,MB,30m,train,0.35,967
4.0,5.0,661,0.271,-7.8456,-5185.91,MB,30m,train,0.35,967
5.0,0.083,661,0.793,3.1845,2104.97,MB,30m,train,0.35,967
5.0,0.125,661,0.738,3.77,2491.95,MB,30m,train,0.35,967
5.0,0.167,661,0.691,4.0767,2694.69,MB,30m,train,0.35,967
5.0,0.25,661,0.617,3.5164,2324.34,MB,30m,train,0.35,967
5.0,0.5,661,0.508,3.2097,2121.64,MB,30m,train,0.35,967
5.0,1.0,661,0.39,0.5794,382.97,MB,30m,train,0.35,967
5.0,2.0,661,0.306,-2.2254,-1470.97,MB,30m,train,0.35,967
5.0,5.0,661,0.245,-7.342,-4853.08,MB,30m,train,0.35,967
7.0,0.083,661,0.793,3.1843,2104.8,MB,30m,train,0.35,967
7.0,0.125,661,0.737,3.7587,2484.53,MB,30m,train,0.35,967
7.0,0.167,661,0.69,4.0687,2689.4,MB,30m,train,0.35,967
7.0,0.25,661,0.616,3.5176,2325.11,MB,30m,train,0.35,967
7.0,0.5,661,0.505,3.2538,2150.76,MB,30m,train,0.35,967
7.0,1.0,661,0.383,0.6628,438.13,MB,30m,train,0.35,967
7.0,2.0,661,0.287,-2.3083,-1525.77,MB,30m,train,0.35,967
7.0,5.0,661,0.213,-7.0215,-4641.22,MB,30m,train,0.35,967
10.0,0.083,661,0.793,3.1844,2104.87,MB,30m,train,0.35,967
10.0,0.125,661,0.737,3.7597,2485.14,MB,30m,train,0.35,967
10.0,0.167,661,0.69,4.0714,2691.18,MB,30m,train,0.35,967
10.0,0.25,661,0.614,3.4836,2302.67,MB,30m,train,0.35,967
10.0,0.5,661,0.502,3.1378,2074.11,MB,30m,train,0.35,967
10.0,1.0,661,0.378,0.5501,363.63,MB,30m,train,0.35,967
10.0,2.0,661,0.28,-2.5278,-1670.85,MB,30m,train,0.35,967
10.0,5.0,661,0.197,-7.0097,-4633.41,MB,30m,train,0.35,967
2.0,0.083,658,0.789,2.995,1970.69,MB,30m,train,0.375,967
2.0,0.125,658,0.752,3.7292,2453.83,MB,30m,train,0.375,967
2.0,0.167,658,0.717,3.9153,2576.25,MB,30m,train,0.375,967
2.0,0.25,658,0.658,3.4273,2255.18,MB,30m,train,0.375,967
2.0,0.5,658,0.591,2.9042,1910.94,MB,30m,train,0.375,967
2.0,1.0,658,0.518,0.31,203.97,MB,30m,train,0.375,967
2.0,2.0,658,0.474,-2.1539,-1417.29,MB,30m,train,0.375,967
2.0,5.0,658,0.366,-6.8304,-4494.38,MB,30m,train,0.375,967
3.0,0.083,658,0.789,3.0111,1981.32,MB,30m,train,0.375,967
3.0,0.125,658,0.745,3.788,2492.52,MB,30m,train,0.375,967
3.0,0.167,658,0.704,3.9689,2611.52,MB,30m,train,0.375,967
3.0,0.25,658,0.629,3.4068,2241.65,MB,30m,train,0.375,967
3.0,0.5,658,0.53,3.1304,2059.8,MB,30m,train,0.375,967
3.0,1.0,658,0.429,0.2247,147.88,MB,30m,train,0.375,967
3.0,2.0,658,0.371,-2.4599,-1618.61,MB,30m,train,0.375,967
3.0,5.0,658,0.321,-7.5542,-4970.65,MB,30m,train,0.375,967
4.0,0.083,658,0.789,3.0139,1983.15,MB,30m,train,0.375,967
4.0,0.125,658,0.745,3.8327,2521.95,MB,30m,train,0.375,967
4.0,0.167,658,0.699,4.0424,2659.93,MB,30m,train,0.375,967
4.0,0.25,658,0.62,3.4414,2264.45,MB,30m,train,0.375,967
4.0,0.5,658,0.511,3.2939,2167.37,MB,30m,train,0.375,967
4.0,1.0,658,0.395,0.4056,266.86,MB,30m,train,0.375,967
4.0,2.0,658,0.325,-2.5864,-1701.83,MB,30m,train,0.375,967
4.0,5.0,658,0.274,-7.749,-5098.86,MB,30m,train,0.375,967
5.0,0.083,658,0.789,3.0153,1984.09,MB,30m,train,0.375,967
5.0,0.125,658,0.745,3.8396,2526.43,MB,30m,train,0.375,967
5.0,0.167,658,0.699,4.0581,2670.26,MB,30m,train,0.375,967
5.0,0.25,658,0.616,3.4215,2251.34,MB,30m,train,0.375,967
5.0,0.5,658,0.502,3.137,2064.18,MB,30m,train,0.375,967
5.0,1.0,658,0.378,0.3242,213.31,MB,30m,train,0.375,967
5.0,2.0,658,0.304,-2.4533,-1614.27,MB,30m,train,0.375,967
5.0,5.0,658,0.242,-7.5869,-4992.18,MB,30m,train,0.375,967
7.0,0.083,658,0.789,3.0151,1983.95,MB,30m,train,0.375,967
7.0,0.125,658,0.743,3.8335,2522.42,MB,30m,train,0.375,967
7.0,0.167,658,0.698,4.0577,2669.99,MB,30m,train,0.375,967
7.0,0.25,658,0.614,3.434,2259.57,MB,30m,train,0.375,967
7.0,0.5,658,0.5,3.2001,2105.69,MB,30m,train,0.375,967
7.0,1.0,658,0.372,0.4273,281.19,MB,30m,train,0.375,967
7.0,2.0,658,0.286,-2.5255,-1661.78,MB,30m,train,0.375,967
7.0,5.0,658,0.211,-7.3224,-4818.14,MB,30m,train,0.375,967
10.0,0.083,658,0.789,3.0152,1984.01,MB,30m,train,0.375,967
10.0,0.125,658,0.743,3.8344,2523.03,MB,30m,train,0.375,967
10.0,0.167,658,0.698,4.0598,2671.38,MB,30m,train,0.375,967
10.0,0.25,658,0.612,3.394,2233.26,MB,30m,train,0.375,967
10.0,0.5,658,0.498,3.1785,2091.47,MB,30m,train,0.375,967
10.0,1.0,658,0.369,0.4172,274.54,MB,30m,train,0.375,967
10.0,2.0,658,0.28,-2.5751,-1694.43,MB,30m,train,0.375,967
10.0,5.0,658,0.198,-7.0354,-4629.31,MB,30m,train,0.375,967
2.0,0.083,657,0.795,3.159,2075.47,MB,30m,train,0.4,967
2.0,0.125,657,0.755,3.7885,2489.03,MB,30m,train,0.4,967
2.0,0.167,657,0.725,4.1325,2715.08,MB,30m,train,0.4,967
2.0,0.25,657,0.664,3.6941,2427.04,MB,30m,train,0.4,967
2.0,0.5,657,0.604,3.1053,2040.2,MB,30m,train,0.4,967
2.0,1.0,657,0.531,0.6211,408.07,MB,30m,train,0.4,967
2.0,2.0,657,0.493,-1.7062,-1120.98,MB,30m,train,0.4,967
2.0,5.0,657,0.374,-6.4945,-4266.88,MB,30m,train,0.4,967
3.0,0.083,657,0.791,3.1422,2064.44,MB,30m,train,0.4,967
3.0,0.125,657,0.743,3.8126,2504.85,MB,30m,train,0.4,967
3.0,0.167,657,0.706,4.1154,2703.79,MB,30m,train,0.4,967
3.0,0.25,657,0.632,3.5912,2359.45,MB,30m,train,0.4,967
3.0,0.5,657,0.537,3.179,2088.6,MB,30m,train,0.4,967
3.0,1.0,657,0.434,0.3436,225.78,MB,30m,train,0.4,967
3.0,2.0,657,0.379,-2.211,-1452.63,MB,30m,train,0.4,967
3.0,5.0,657,0.324,-7.4232,-4877.02,MB,30m,train,0.4,967
4.0,0.083,657,0.791,3.149,2068.9,MB,30m,train,0.4,967
4.0,0.125,657,0.743,3.8625,2537.66,MB,30m,train,0.4,967
4.0,0.167,657,0.703,4.1971,2757.51,MB,30m,train,0.4,967
4.0,0.25,657,0.623,3.6491,2397.44,MB,30m,train,0.4,967
4.0,0.5,657,0.516,3.3775,2219.01,MB,30m,train,0.4,967
4.0,1.0,657,0.394,0.4471,293.74,MB,30m,train,0.4,967
4.0,2.0,657,0.326,-2.4917,-1637.04,MB,30m,train,0.4,967
4.0,5.0,657,0.268,-7.8667,-5168.39,MB,30m,train,0.4,967
5.0,0.083,657,0.791,3.1503,2069.74,MB,30m,train,0.4,967
5.0,0.125,657,0.743,3.8684,2541.55,MB,30m,train,0.4,967
5.0,0.167,657,0.703,4.217,2770.54,MB,30m,train,0.4,967
5.0,0.25,657,0.618,3.6386,2390.53,MB,30m,train,0.4,967
5.0,0.5,657,0.507,3.2814,2155.85,MB,30m,train,0.4,967
5.0,1.0,657,0.379,0.4322,283.98,MB,30m,train,0.4,967
5.0,2.0,657,0.309,-2.3105,-1518.01,MB,30m,train,0.4,967
5.0,5.0,657,0.245,-7.5822,-4981.53,MB,30m,train,0.4,967
7.0,0.083,657,0.791,3.1501,2069.63,MB,30m,train,0.4,967
7.0,0.125,657,0.741,3.8625,2537.67,MB,30m,train,0.4,967
7.0,0.167,657,0.702,4.2159,2769.84,MB,30m,train,0.4,967
7.0,0.25,657,0.616,3.6491,2397.43,MB,30m,train,0.4,967
7.0,0.5,657,0.507,3.3835,2222.94,MB,30m,train,0.4,967
7.0,1.0,657,0.374,0.5934,389.86,MB,30m,train,0.4,967
7.0,2.0,657,0.292,-2.0522,-1348.33,MB,30m,train,0.4,967
7.0,5.0,657,0.215,-6.8879,-4525.33,MB,30m,train,0.4,967
10.0,0.083,657,0.791,3.1502,2069.69,MB,30m,train,0.4,967
10.0,0.125,657,0.741,3.8635,2538.29,MB,30m,train,0.4,967
10.0,0.167,657,0.702,4.2182,2771.34,MB,30m,train,0.4,967
10.0,0.25,657,0.615,3.6102,2371.9,MB,30m,train,0.4,967
10.0,0.5,657,0.504,3.3359,2191.66,MB,30m,train,0.4,967
10.0,1.0,657,0.37,0.5797,380.9,MB,30m,train,0.4,967
10.0,2.0,657,0.283,-2.3117,-1518.77,MB,30m,train,0.4,967
10.0,5.0,657,0.196,-6.9516,-4567.19,MB,30m,train,0.4,967
2.0,0.083,652,0.791,2.9294,1909.94,MB,30m,train,0.425,967
2.0,0.125,652,0.742,3.34,2177.65,MB,30m,train,0.425,967
2.0,0.167,652,0.716,3.5889,2339.96,MB,30m,train,0.425,967
2.0,0.25,652,0.653,3.1976,2084.86,MB,30m,train,0.425,967
2.0,0.5,652,0.59,2.4975,1628.35,MB,30m,train,0.425,967
2.0,1.0,652,0.514,0.0763,49.76,MB,30m,train,0.425,967
2.0,2.0,652,0.48,-2.2476,-1465.41,MB,30m,train,0.425,967
2.0,5.0,652,0.362,-7.071,-4610.26,MB,30m,train,0.425,967
3.0,0.083,652,0.788,2.9134,1899.51,MB,30m,train,0.425,967
3.0,0.125,652,0.732,3.4078,2221.89,MB,30m,train,0.425,967
3.0,0.167,652,0.698,3.6331,2368.79,MB,30m,train,0.425,967
3.0,0.25,652,0.624,3.3058,2155.4,MB,30m,train,0.425,967
3.0,0.5,652,0.525,2.7408,1786.99,MB,30m,train,0.425,967
3.0,1.0,652,0.419,-0.0145,-9.47,MB,30m,train,0.425,967
3.0,2.0,652,0.374,-2.6207,-1708.68,MB,30m,train,0.425,967
3.0,5.0,652,0.319,-7.6987,-5019.56,MB,30m,train,0.425,967
4.0,0.083,652,0.788,2.9281,1909.1,MB,30m,train,0.425,967
4.0,0.125,652,0.73,3.4501,2249.49,MB,30m,train,0.425,967
4.0,0.167,652,0.693,3.7291,2431.4,MB,30m,train,0.425,967
4.0,0.25,652,0.615,3.3148,2161.28,MB,30m,train,0.425,967
4.0,0.5,652,0.509,2.9851,1946.28,MB,30m,train,0.425,967
4.0,1.0,652,0.385,0.1195,77.91,MB,30m,train,0.425,967
4.0,2.0,652,0.327,-2.6897,-1753.71,MB,30m,train,0.425,967
4.0,5.0,652,0.27,-7.9313,-5171.22,MB,30m,train,0.425,967
5.0,0.083,652,0.788,2.9225,1905.5,MB,30m,train,0.425,967
5.0,0.125,652,0.73,3.4563,2253.52,MB,30m,train,0.425,967
5.0,0.167,652,0.693,3.7415,2439.47,MB,30m,train,0.425,967
5.0,0.25,652,0.607,3.2667,2129.92,MB,30m,train,0.425,967
5.0,0.5,652,0.497,2.9561,1927.36,MB,30m,train,0.425,967
5.0,1.0,652,0.365,0.0703,45.85,MB,30m,train,0.425,967
5.0,2.0,652,0.299,-2.6092,-1701.17,MB,30m,train,0.425,967
5.0,5.0,652,0.242,-7.857,-5122.79,MB,30m,train,0.425,967
7.0,0.083,652,0.788,2.9236,1906.19,MB,30m,train,0.425,967
7.0,0.125,652,0.73,3.4486,2248.49,MB,30m,train,0.425,967
7.0,0.167,652,0.692,3.7367,2436.33,MB,30m,train,0.425,967
7.0,0.25,652,0.606,3.2767,2136.39,MB,30m,train,0.425,967
7.0,0.5,652,0.497,3.0779,2006.78,MB,30m,train,0.425,967
7.0,1.0,652,0.36,0.2729,177.91,MB,30m,train,0.425,967
7.0,2.0,652,0.284,-2.3192,-1512.11,MB,30m,train,0.425,967
7.0,5.0,652,0.209,-7.039,-4589.4,MB,30m,train,0.425,967
10.0,0.083,652,0.788,2.9237,1906.25,MB,30m,train,0.425,967
10.0,0.125,652,0.73,3.4495,2249.1,MB,30m,train,0.425,967
10.0,0.167,652,0.692,3.739,2437.81,MB,30m,train,0.425,967
10.0,0.25,652,0.604,3.2378,2111.07,MB,30m,train,0.425,967
10.0,0.5,652,0.494,3.0289,1974.85,MB,30m,train,0.425,967
10.0,1.0,652,0.356,0.2642,172.28,MB,30m,train,0.425,967
10.0,2.0,652,0.276,-2.547,-1660.63,MB,30m,train,0.425,967
10.0,5.0,652,0.19,-7.0911,-4623.37,MB,30m,train,0.425,967
2.0,0.083,654,0.797,3.0292,1981.09,MB,30m,train,0.45,967
2.0,0.125,654,0.737,3.3574,2195.77,MB,30m,train,0.45,967
2.0,0.167,654,0.713,3.5263,2306.2,MB,30m,train,0.45,967
2.0,0.25,654,0.656,3.1759,2077.07,MB,30m,train,0.45,967
2.0,0.5,654,0.584,2.5769,1685.29,MB,30m,train,0.45,967
2.0,1.0,654,0.524,0.401,262.26,MB,30m,train,0.45,967
2.0,2.0,654,0.479,-1.9089,-1248.39,MB,30m,train,0.45,967
2.0,5.0,654,0.37,-6.6184,-4328.42,MB,30m,train,0.45,967
3.0,0.083,654,0.794,3.0385,1987.15,MB,30m,train,0.45,967
3.0,0.125,654,0.729,3.5683,2333.67,MB,30m,train,0.45,967
3.0,0.167,654,0.699,3.7055,2423.37,MB,30m,train,0.45,967
3.0,0.25,654,0.63,3.4555,2259.87,MB,30m,train,0.45,967
3.0,0.5,654,0.528,3.0693,2007.3,MB,30m,train,0.45,967
3.0,1.0,654,0.434,0.2984,195.16,MB,30m,train,0.45,967
3.0,2.0,654,0.382,-2.2689,-1483.83,MB,30m,train,0.45,967
3.0,5.0,654,0.329,-7.2657,-4751.76,MB,30m,train,0.45,967
4.0,0.083,654,0.794,3.052,1996.02,MB,30m,train,0.45,967
4.0,0.125,654,0.723,3.5136,2297.89,MB,30m,train,0.45,967
4.0,0.167,654,0.691,3.7124,2427.88,MB,30m,train,0.45,967
4.0,0.25,654,0.616,3.37,2203.96,MB,30m,train,0.45,967
4.0,0.5,654,0.502,3.1457,2057.27,MB,30m,train,0.45,967
4.0,1.0,654,0.39,0.3842,251.26,MB,30m,train,0.45,967
4.0,2.0,654,0.326,-2.3761,-1553.98,MB,30m,train,0.45,967
4.0,5.0,654,0.28,-7.5258,-4921.84,MB,30m,train,0.45,967
5.0,0.083,654,0.794,3.0472,1992.88,MB,30m,train,0.45,967
5.0,0.125,654,0.723,3.521,2302.73,MB,30m,train,0.45,967
5.0,0.167,654,0.691,3.7282,2438.23,MB,30m,train,0.45,967
5.0,0.25,654,0.609,3.332,2179.11,MB,30m,train,0.45,967
5.0,0.5,654,0.489,3.1013,2028.26,MB,30m,train,0.45,967
5.0,1.0,654,0.367,0.1992,130.25,MB,30m,train,0.45,967
5.0,2.0,654,0.295,-2.5661,-1678.21,MB,30m,train,0.45,967
5.0,5.0,654,0.237,-7.7594,-5074.64,MB,30m,train,0.45,967
7.0,0.083,654,0.794,3.0485,1993.72,MB,30m,train,0.45,967
7.0,0.125,654,0.723,3.5147,2298.63,MB,30m,train,0.45,967
7.0,0.167,654,0.69,3.7254,2436.4,MB,30m,train,0.45,967
7.0,0.25,654,0.607,3.3459,2188.21,MB,30m,train,0.45,967
7.0,0.5,654,0.489,3.2407,2119.39,MB,30m,train,0.45,967
7.0,1.0,654,0.362,0.3871,253.14,MB,30m,train,0.45,967
7.0,2.0,654,0.278,-2.3361,-1527.81,MB,30m,train,0.45,967
7.0,5.0,654,0.2,-7.106,-4647.35,MB,30m,train,0.45,967
10.0,0.083,654,0.794,3.0486,1993.79,MB,30m,train,0.45,967
10.0,0.125,654,0.723,3.5156,2299.23,MB,30m,train,0.45,967
10.0,0.167,654,0.69,3.7276,2437.86,MB,30m,train,0.45,967
10.0,0.25,654,0.606,3.3072,2162.9,MB,30m,train,0.45,967
10.0,0.5,654,0.486,3.19,2086.25,MB,30m,train,0.45,967
10.0,1.0,654,0.358,0.3864,252.72,MB,30m,train,0.45,967
10.0,2.0,654,0.271,-2.523,-1650.02,MB,30m,train,0.45,967
10.0,5.0,654,0.182,-6.9963,-4575.58,MB,30m,train,0.45,967
2.0,0.083,653,0.795,2.8824,1882.22,MB,30m,train,0.475,967
2.0,0.125,653,0.734,3.289,2147.73,MB,30m,train,0.475,967
2.0,0.167,653,0.717,3.5791,2337.15,MB,30m,train,0.475,967
2.0,0.25,653,0.654,2.9721,1940.76,MB,30m,train,0.475,967
2.0,0.5,653,0.571,2.2488,1468.49,MB,30m,train,0.475,967
2.0,1.0,653,0.521,0.2205,143.99,MB,30m,train,0.475,967
2.0,2.0,653,0.47,-2.056,-1342.56,MB,30m,train,0.475,967
2.0,5.0,653,0.361,-6.7114,-4382.54,MB,30m,train,0.475,967
3.0,0.083,653,0.79,2.876,1878.02,MB,30m,train,0.475,967
3.0,0.125,653,0.724,3.4089,2225.99,MB,30m,train,0.475,967
3.0,0.167,653,0.698,3.6201,2363.93,MB,30m,train,0.475,967
3.0,0.25,653,0.623,3.1189,2036.65,MB,30m,train,0.475,967
3.0,0.5,653,0.516,2.6587,1736.11,MB,30m,train,0.475,967
3.0,1.0,653,0.436,0.0239,15.61,MB,30m,train,0.475,967
3.0,2.0,653,0.386,-2.5719,-1679.45,MB,30m,train,0.475,967
3.0,5.0,653,0.328,-7.5313,-4917.91,MB,30m,train,0.475,967
4.0,0.083,653,0.79,2.897,1891.77,MB,30m,train,0.475,967
4.0,0.125,653,0.72,3.3657,2197.82,MB,30m,train,0.475,967
4.0,0.167,653,0.691,3.6421,2378.3,MB,30m,train,0.475,967
4.0,0.25,653,0.611,3.146,2054.33,MB,30m,train,0.475,967
4.0,0.5,653,0.49,2.8183,1840.37,MB,30m,train,0.475,967
4.0,1.0,653,0.389,0.1977,129.08,MB,30m,train,0.475,967
4.0,2.0,653,0.326,-2.4383,-1592.24,MB,30m,train,0.475,967
4.0,5.0,653,0.282,-7.5382,-4922.44,MB,30m,train,0.475,967
5.0,0.083,653,0.79,2.8897,1886.99,MB,30m,train,0.475,967
5.0,0.125,653,0.718,3.3663,2198.2,MB,30m,train,0.475,967
5.0,0.167,653,0.689,3.6244,2366.71,MB,30m,train,0.475,967
5.0,0.25,653,0.605,3.1467,2054.76,MB,30m,train,0.475,967
5.0,0.5,653,0.479,2.8597,1867.36,MB,30m,train,0.475,967
5.0,1.0,653,0.371,0.2297,150.01,MB,30m,train,0.475,967
5.0,2.0,653,0.3,-2.5397,-1658.43,MB,30m,train,0.475,967
5.0,5.0,653,0.245,-7.6361,-4986.4,MB,30m,train,0.475,967
7.0,0.083,653,0.79,2.8905,1887.5,MB,30m,train,0.475,967
7.0,0.125,653,0.718,3.3592,2193.53,MB,30m,train,0.475,967
7.0,0.167,653,0.688,3.6196,2363.63,MB,30m,train,0.475,967
7.0,0.25,653,0.602,3.1117,2031.94,MB,30m,train,0.475,967
7.0,0.5,653,0.476,2.8985,1892.75,MB,30m,train,0.475,967
7.0,1.0,653,0.358,0.197,128.63,MB,30m,train,0.475,967
7.0,2.0,653,0.279,-2.49,-1625.99,MB,30m,train,0.475,967
7.0,5.0,653,0.205,-7.3408,-4793.56,MB,30m,train,0.475,967
10.0,0.083,653,0.79,2.8906,1887.57,MB,30m,train,0.475,967
10.0,0.125,653,0.718,3.3614,2195.02,MB,30m,train,0.475,967
10.0,0.167,653,0.688,3.6258,2367.62,MB,30m,train,0.475,967
10.0,0.25,653,0.602,3.1285,2042.9,MB,30m,train,0.475,967
10.0,0.5,653,0.475,2.9447,1922.89,MB,30m,train,0.475,967
10.0,1.0,653,0.357,0.3847,251.18,MB,30m,train,0.475,967
10.0,2.0,653,0.271,-2.4664,-1610.58,MB,30m,train,0.475,967
10.0,5.0,653,0.184,-7.0462,-4601.2,MB,30m,train,0.475,967
2.0,0.083,652,0.798,3.0476,1987.03,MB,30m,train,0.5,967
2.0,0.125,652,0.741,3.5203,2295.21,MB,30m,train,0.5,967
2.0,0.167,652,0.71,3.3738,2199.69,MB,30m,train,0.5,967
2.0,0.25,652,0.647,2.8653,1868.18,MB,30m,train,0.5,967
2.0,0.5,652,0.575,2.0208,1317.54,MB,30m,train,0.5,967
2.0,1.0,652,0.531,0.2426,158.16,MB,30m,train,0.5,967
2.0,2.0,652,0.471,-2.1109,-1376.34,MB,30m,train,0.5,967
2.0,5.0,652,0.353,-6.7453,-4397.95,MB,30m,train,0.5,967
3.0,0.083,652,0.794,3.0526,1990.29,MB,30m,train,0.5,967
3.0,0.125,652,0.729,3.6376,2371.7,MB,30m,train,0.5,967
3.0,0.167,652,0.69,3.4239,2232.36,MB,30m,train,0.5,967
3.0,0.25,652,0.615,3.0443,1984.91,MB,30m,train,0.5,967
3.0,0.5,652,0.517,2.3925,1559.92,MB,30m,train,0.5,967
3.0,1.0,652,0.44,0.0546,35.6,MB,30m,train,0.5,967
3.0,2.0,652,0.39,-2.7337,-1782.4,MB,30m,train,0.5,967
3.0,5.0,652,0.328,-7.6421,-4982.65,MB,30m,train,0.5,967
4.0,0.083,652,0.794,3.0751,2004.96,MB,30m,train,0.5,967
4.0,0.125,652,0.724,3.6044,2350.09,MB,30m,train,0.5,967
4.0,0.167,652,0.683,3.4677,2260.97,MB,30m,train,0.5,967
4.0,0.25,652,0.601,3.0966,2019.0,MB,30m,train,0.5,967
4.0,0.5,652,0.491,2.5195,1642.72,MB,30m,train,0.5,967
4.0,1.0,652,0.388,0.076,49.58,MB,30m,train,0.5,967
4.0,2.0,652,0.325,-2.5836,-1684.49,MB,30m,train,0.5,967
4.0,5.0,652,0.281,-7.655,-4991.04,MB,30m,train,0.5,967
5.0,0.083,652,0.794,3.0705,2001.98,MB,30m,train,0.5,967
5.0,0.125,652,0.724,3.6113,2354.55,MB,30m,train,0.5,967
5.0,0.167,652,0.683,3.4824,2270.53,MB,30m,train,0.5,967
5.0,0.25,652,0.595,3.0983,2020.09,MB,30m,train,0.5,967
5.0,0.5,652,0.482,2.5763,1679.72,MB,30m,train,0.5,967
5.0,1.0,652,0.371,0.2012,131.21,MB,30m,train,0.5,967
5.0,2.0,652,0.299,-2.5894,-1688.31,MB,30m,train,0.5,967
5.0,5.0,652,0.244,-7.6332,-4976.87,MB,30m,train,0.5,967
7.0,0.083,652,0.794,3.0718,2002.79,MB,30m,train,0.5,967
7.0,0.125,652,0.724,3.6063,2351.28,MB,30m,train,0.5,967
7.0,0.167,652,0.681,3.4867,2273.35,MB,30m,train,0.5,967
7.0,0.25,652,0.592,3.1064,2025.39,MB,30m,train,0.5,967
7.0,0.5,652,0.479,2.6706,1741.24,MB,30m,train,0.5,967
7.0,1.0,652,0.36,0.3771,245.86,MB,30m,train,0.5,967
7.0,2.0,652,0.284,-2.2698,-1479.92,MB,30m,train,0.5,967
7.0,5.0,652,0.213,-7.1174,-4640.56,MB,30m,train,0.5,967
10.0,0.083,652,0.794,3.0719,2002.87,MB,30m,train,0.5,967
10.0,0.125,652,0.724,3.6078,2352.3,MB,30m,train,0.5,967
10.0,0.167,652,0.681,3.4916,2276.5,MB,30m,train,0.5,967
10.0,0.25,652,0.592,3.1218,2035.42,MB,30m,train,0.5,967
10.0,0.5,652,0.477,2.7248,1776.57,MB,30m,train,0.5,967
10.0,1.0,652,0.357,0.4556,297.04,MB,30m,train,0.5,967
10.0,2.0,652,0.273,-2.4268,-1582.29,MB,30m,train,0.5,967
10.0,5.0,652,0.183,-7.0889,-4621.97,MB,30m,train,0.5,967
2.0,0.083,645,0.792,3.0177,1946.4,MB,30m,train,0.525,967
2.0,0.125,645,0.752,4.004,2582.61,MB,30m,train,0.525,967
2.0,0.167,645,0.71,3.5298,2276.7,MB,30m,train,0.525,967
2.0,0.25,645,0.651,3.0725,1981.77,MB,30m,train,0.525,967
2.0,0.5,645,0.581,1.9448,1254.38,MB,30m,train,0.525,967
2.0,1.0,645,0.524,0.1408,90.8,MB,30m,train,0.525,967
2.0,2.0,645,0.462,-2.2608,-1458.23,MB,30m,train,0.525,967
2.0,5.0,645,0.333,-6.9207,-4463.83,MB,30m,train,0.525,967
3.0,0.083,645,0.791,3.0454,1964.26,MB,30m,train,0.525,967
3.0,0.125,645,0.738,4.1636,2685.5,MB,30m,train,0.525,967
3.0,0.167,645,0.688,3.6395,2347.46,MB,30m,train,0.525,967
3.0,0.25,645,0.617,3.2572,2100.88,MB,30m,train,0.525,967
3.0,0.5,645,0.521,2.2417,1445.89,MB,30m,train,0.525,967
3.0,1.0,645,0.437,-0.0385,-24.82,MB,30m,train,0.525,967
3.0,2.0,645,0.391,-2.6925,-1736.69,MB,30m,train,0.525,967
3.0,5.0,645,0.322,-7.5854,-4892.57,MB,30m,train,0.525,967
4.0,0.083,645,0.789,3.0459,1964.63,MB,30m,train,0.525,967
4.0,0.125,645,0.732,4.1108,2651.5,MB,30m,train,0.525,967
4.0,0.167,645,0.679,3.6669,2365.18,MB,30m,train,0.525,967
4.0,0.25,645,0.603,3.3369,2152.28,MB,30m,train,0.525,967
4.0,0.5,645,0.491,2.3782,1533.94,MB,30m,train,0.525,967
4.0,1.0,645,0.386,-0.0169,-10.87,MB,30m,train,0.525,967
4.0,2.0,645,0.321,-2.737,-1765.34,MB,30m,train,0.525,967
4.0,5.0,645,0.281,-7.7856,-5021.71,MB,30m,train,0.525,967
5.0,0.083,645,0.789,3.0418,1961.93,MB,30m,train,0.525,967
